date,keyword,rank,title,source,published,url
2026-08-27,건강 검진,1,결핵도 암도 아니라는데… 건강검진서 발견된 ‘폐 이상’ 정체는? - 헬스조선,헬스조선,"Thu, 27 Aug 2026 01:17:00 GMT",https://news.google.com/rss/articles/CBMif0FVX3lxTFBUQk1yZmNoZ0JkMGtJbVVSYndvMEpTckF4bEh4d29DYUlMa25PYk1DX01jUktleVd4UkhhZV9BaGJVWVRIQU9IVUI3d1kwTnVsbDczWU1RQ216SG1iWDlrSk9WNjBQRWI1MTlUVmlhbjJDbDN3eVBlRS0yTGJ6SlU?oc=5
2026-08-27,건강 검진,2,"전남대병원, ‘장애인 건강검진 안심동행서비스’ 본격 운영 - 간호사신문",간호사신문,"Thu, 27 Aug 2026 03:00:22 GMT",https://news.google.com/rss/articles/CBMibkFVX3lxTE5YbWVWdnVrVklpSUF1cHhjTlY3aFNtcWYwaUpZUVpmTmhkcV9KeXV2OWxOQ214SFZlQ3hiVjFNTUlfSEZvQTlJekdXMTZieHdEa1pzNm5Pc0FaTVhweWJPVGRlZjhGS1ZzR0NSQ3hB?oc=5
2026-08-27,건강 검진,3,"분리배출도 건강검진처럼, 강남 ‘웰쓰’로 생활쓰레기 확 줄였다 - 강남내일신문",강남내일신문,"Thu, 27 Aug 2026 06:06:02 GMT",https://news.google.com/rss/articles/CBMiZ0FVX3lxTE43Z0JqSWhmcThhdXk1Y1FxaUtVMWFLaGVzOXhzbWYxOXBiYTV2dlZtejAyeE9RMElneUdzSTMwSDhDMlBxZC1RcU9xVWpNb2FoejdWdlk0WmxibG1fMFA3dUlfenlYYkk?oc=5
2026-08-27,건강 검진,4,건강검진부터 치료까지… 의료기관과 협력해 지역 의료 안전망 구축 - 동아일보,동아일보,"Wed, 26 Aug 2026 19:30:00 GMT",https://news.google.com/rss/articles/CBMiZkFVX3lxTE55c2VsTm9uSU5hWU1wWFpVNnRPWmI5LVhZbW5YOU0zb045THFSVTlhQ3NwbmJIeUZOOWU1azBrRl9FX3EwWXRubW95MTZqNFc5djc3dnp6dU51ZklWT3Z1Y2ZESGYyQdIBZkFVX3lxTE55c2VsTm9uSU5hWU1wWFpVNnRPWmI5LVhZbW5YOU0zb045THFSVTlhQ3NwbmJIeUZOOWU1azBrRl9FX3EwWXRubW95MTZqNFc5djc3dnp6dU51ZklWT3Z1Y2ZESGYyQQ?oc=5
2026-08-27,건강 검진,5,부안 여성농업인 특수 건강검진 - 전라일보,전라일보,"Thu, 27 Aug 2026 03:07:25 GMT",https://news.google.com/rss/articles/CBMibkFVX3lxTE1ycVhEdUd0ZXp6M3FWbU9FT1ZxNVZFVEtQMXVaS05WSzZqTnlIVGtlNlBOeVE0MXpDWUwwSlBSSEVqRjV4N2xOOXhsTzlQMVNnRjFoOE9zNTBzVzg2dmNEUmwyTHN6RXcwMUdJSWxn0gFwQVVfeXFMT0hSYUVua2h4NnRqQTdlczZJY0JyU2ZxX2hPZWpuQVI1dzdOR2VOT2JOSDZneTJfa1VYMFhmSXV6Y0hLaGZFQ1RBbTZzQWtSWGlxeG5Sano3Y0NqMEhtYWJzNi1kZnV2eTliUlpPbmlPbA?oc=5
2026-08-27,건강 검진,6,"씨어스, ’IFM 2026’ 참가로 UAE 국건강검진 스크리닝 사업 속도 - 더바이오",더바이오,"Thu, 27 Aug 2026 00:24:15 GMT",https://news.google.com/rss/articles/CBMibEFVX3lxTE1BeUlMRUNMVS1Nd3E5OXIxZ2VIbTVnZ21tVmllaVNGeHpwRDJOUjJ5TE9EOEVCUGx0RHd4V3FvcGc2VDFTTTNvajEwNE5oWF9XX0h0bjhfV21FYjBUb0ZLRTBUVTZvMFRHdVM3U9IBcEFVX3lxTE1GWldVdGRITHVrSVZNeEc1b2hCenFQODlHdERpV0pnVTRpUWl5TFVMV24wcy1aUlh2SXlmYkFBOHBLdmo3Ymg3UGxfcVpKQmplRlF6aHd6OFhUUFhRb2x3VWlYRDhrR05WWVI3bUNodGg?oc=5
2026-08-27,건강 검진,7,전남대병원 광주지역장애인보건의료센터 장애인 건강검진 안심동행서비스 운영 > 뉴스 - 더코리아,더코리아,"Thu, 27 Aug 2026 03:37:00 GMT",https://news.google.com/rss/articles/CBMicEFVX3lxTE1XMElZNFRBb3VWLU5yZ2hyZFFpYzBsZDBTa3VRMk00ZUd0UmpROEZkR2tPNEpDd1RHVXB3bWExSGJpa1ZVOVdIVmZRMHV0M0NxYm1fOHN1UVhaRWRfc3ZCUzctQlUzbENLTXFQdTR4MkM?oc=5
2026-08-27,건강 검진,8,"경북 의성군, 여성 농업인 위한 이동 건강검진 첫 실시 - 브릿지경제",브릿지경제,"Thu, 27 Aug 2026 00:54:00 GMT",https://news.google.com/rss/articles/CBMiWkFVX3lxTE5odjltS2Y1dzNaTE1CZ0RiOHhFU01VM0hRSHNNTzBFN3FVQ2diMnN5bndhdnAwV192ZHNuSUs4RGR5UnFpSUNVSi1GM1Z2dEUyZFN4RldLOWpQZw?oc=5
2026-08-27,건강 검진,9,"전남대학교병원, 장애인 건강검진 ‘안심동행서비스’ 운영 - 전국매일신문",전국매일신문,"Thu, 27 Aug 2026 06:56:44 GMT",https://news.google.com/rss/articles/CBMibkFVX3lxTE9zbEJsVmUtOU42ZF96Wjd0V3JIMlBpa0xFazBrdGdUUmJSbmRTU2tHZ3VUQk5ENEhna2hCVTVwc2VjZTVXYlNKaUxaN09MdmdBU3EtMm5QbTYxaWpfZFRkOHNMWjQzdnI0TGVISlhB?oc=5
2026-08-27,건강 검진,10,"의성군, 여성농업인 위한 ‘찾아가는 특수건강검진’ 첫 운영 - mediatoday.asia",mediatoday.asia,"Wed, 26 Aug 2026 23:50:00 GMT",https://news.google.com/rss/articles/CBMiSkFVX3lxTE41R1ZDUEd0SWRvb1ZmSmpqX1dRNkh6YzNGNmxQT242emJvZV9CTmNtNkVRczVnREFxYjRfUHVaNU9MRUxrOFZWZ1V3?oc=5
