date,keyword,source,ratio
2026-08-15,건강 검진,related_top(건강),
2026-08-15,건강 보험,related_top(건강),
2026-08-15,건강 식품,related_top(건강),
2026-08-15,정신 건강 의학과,related_top(건강),
2026-08-15,건강 보험 공단,related_top(건강),
2026-08-15,국민 건강 보험,related_top(건강),
2026-08-15,국가 건강 검진,related_top(건강),
2026-08-15,건강 검진 결과,related_top(건강),
2026-08-15,국민 건강 보험 공단,related_top(건강),
2026-08-15,건강 관리 협회,related_top(건강),
2026-08-15,건강검진,naver,26.26295
2026-08-15,다이어트,naver,9.59759
2026-08-15,운동·헬스,naver,13.67697
2026-08-15,영양·건강기능식품,naver,41.22856
2026-08-15,정신건강,naver,9.23393
