date,keyword,source,ratio
2026-03-03,건강 검진,related_top(건강),
2026-03-03,건강 보험,related_top(건강),
2026-03-03,국민 건강,related_top(건강),
2026-03-03,영유아 건강 검진,related_top(건강),
2026-03-03,건강 보험 공단,related_top(건강),
2026-03-03,국민 건강 보험,related_top(건강),
2026-03-03,정신 건강 의학과,related_top(건강),
2026-03-03,건강 검진 결과서,related_top(건강),
2026-03-03,국민 건강 보험 공단,related_top(건강),
2026-03-03,영유아 건강 검진 결과서,related_top(건강),
2026-03-03,건강검진,naver,15.89221
2026-03-03,다이어트,naver,10.9938
2026-03-03,운동·헬스,naver,20.61261
2026-03-03,영양·건강기능식품,naver,42.84575
2026-03-03,정신건강,naver,9.65564
