date,keyword,source,ratio
2026-07-17,건강 검진,related_top(건강),
2026-07-17,정신 건강 의학과,related_top(건강),
2026-07-17,국민 건강,related_top(건강),
2026-07-17,국민 건강 보험 공단,related_top(건강),
2026-07-17,건강 검진 센터,related_top(건강),
2026-07-17,국가 건강 검진,related_top(건강),
2026-07-17,건강 보험 심사 평가원,related_top(건강),
2026-07-17,건강 검진 예약,related_top(건강),
2026-07-17,국립 정신 건강 센터,related_top(건강),
2026-07-17,국민 건강 보험 공단 장기 요양 보험,related_top(건강),
2026-07-17,건강검진,naver,25.59975
2026-07-17,다이어트,naver,10.5259
2026-07-17,운동·헬스,naver,14.87849
2026-07-17,영양·건강기능식품,naver,38.83723
2026-07-17,정신건강,naver,10.15863
