date,keyword,source,ratio
2026-03-29,건강 검진,related_top(건강),
2026-03-29,건강 보험 공단,related_top(건강),
2026-03-29,국민 건강 보험 공단,related_top(건강),
2026-03-29,건강 검진 센터,related_top(건강),
2026-03-29,건강 덕후 의사,related_top(건강),
2026-03-29,건강 검진 예약,related_top(건강),
2026-03-29,국가 건강 검진,related_top(건강),
2026-03-29,국민 건강 보험 공단 장기 요양 보험,related_top(건강),
2026-03-29,건강 관리 협회,related_top(건강),
2026-03-29,건강 검진 대상자,related_top(건강),
2026-03-29,건강검진,naver,17.81748
2026-03-29,다이어트,naver,11.9427
2026-03-29,운동·헬스,naver,14.57428
2026-03-29,영양·건강기능식품,naver,43.89184
2026-03-29,정신건강,naver,11.7737
