date,keyword,source,ratio
2026-05-21,건강 검진,related_top(건강),
2026-05-21,건강 보험,related_top(건강),
2026-05-21,국민 건강,related_top(건강),
2026-05-21,정신 건강,related_top(건강),
2026-05-21,건강 보험 공단,related_top(건강),
2026-05-21,국민 건강 보험,related_top(건강),
2026-05-21,건강 지원금,related_top(건강),
2026-05-21,건강 보험료,related_top(건강),
2026-05-21,국민 건강 보험 공단,related_top(건강),
2026-05-21,건강 관리,related_top(건강),
2026-05-21,건강검진,naver,25.06618
2026-05-21,다이어트,naver,11.07038
2026-05-21,운동·헬스,naver,12.74011
2026-05-21,영양·건강기능식품,naver,39.9715
2026-05-21,정신건강,naver,11.15183
