date,keyword,source,ratio
2026-06-19,건강 검진,related_top(건강),
2026-06-19,건강 보험,related_top(건강),
2026-06-19,정신 건강,related_top(건강),
2026-06-19,국민 건강,related_top(건강),
2026-06-19,정신 건강 의학과,related_top(건강),
2026-06-19,건강 보험 공단,related_top(건강),
2026-06-19,국민 건강 보험,related_top(건강),
2026-06-19,국민 건강 보험 공단,related_top(건강),
2026-06-19,건강 검진 센터,related_top(건강),
2026-06-19,건강 검진 결과,related_top(건강),
2026-06-19,건강검진,naver,25.14235
2026-06-19,다이어트,naver,11.09968
2026-06-19,운동·헬스,naver,13.94663
2026-06-19,영양·건강기능식품,naver,39.69267
2026-06-19,정신건강,naver,10.11868
