date,keyword,source,ratio
2026-03-06,건강 검진,related_top(건강),
2026-03-06,건강 보험,related_top(건강),
2026-03-06,국민 건강,related_top(건강),
2026-03-06,건강 보험 공단,related_top(건강),
2026-03-06,국민 건강 보험,related_top(건강),
2026-03-06,국민 건강 보험 공단,related_top(건강),
2026-03-06,정신 건강 의학과,related_top(건강),
2026-03-06,영유아 건강 검진,related_top(건강),
2026-03-06,국민 건강 보험 공단 장기 요양 보험,related_top(건강),
2026-03-06,국가 건강 검진,related_top(건강),
2026-03-06,건강검진,naver,24.6012
2026-03-06,다이어트,naver,9.99547
2026-03-06,운동·헬스,naver,14.39077
2026-03-06,영양·건강기능식품,naver,40.80213
2026-03-06,정신건강,naver,10.21043
