date,keyword,source,ratio
2026-03-10,건강 검진,related_top(건강),
2026-03-10,건강 보험,related_top(건강),
2026-03-10,국민 건강,related_top(건강),
2026-03-10,국민 건강 보험,related_top(건강),
2026-03-10,건강 보험 공단,related_top(건강),
2026-03-10,정신 건강 의학과,related_top(건강),
2026-03-10,국민 건강 보험 공단,related_top(건강),
2026-03-10,건강 검진 센터,related_top(건강),
2026-03-10,건강 기능 식품,related_top(건강),
2026-03-10,국가 건강 검진,related_top(건강),
2026-03-10,건강검진,naver,24.18465
2026-03-10,다이어트,naver,9.82006
2026-03-10,운동·헬스,naver,17.90205
2026-03-10,영양·건강기능식품,naver,38.71793
2026-03-10,정신건강,naver,9.37532
