date,keyword,source,ratio
2026-05-19,건강 검진,related_top(건강),
2026-05-19,건강 보험,related_top(건강),
2026-05-19,국민 건강,related_top(건강),
2026-05-19,국민 건강 보험,related_top(건강),
2026-05-19,건강 보험 공단,related_top(건강),
2026-05-19,국민 건강 보험 공단,related_top(건강),
2026-05-19,건강 보험료,related_top(건강),
2026-05-19,정신 건강 의학과,related_top(건강),
2026-05-19,건강 보험료 기준,related_top(건강),
2026-05-19,건강 검진 센터,related_top(건강),
2026-05-19,건강검진,naver,26.23909
2026-05-19,다이어트,naver,11.77356
2026-05-19,운동·헬스,naver,13.30924
2026-05-19,영양·건강기능식품,naver,38.1331
2026-05-19,정신건강,naver,10.54501
