date,keyword,source,ratio
2026-06-15,건강 검진,related_top(건강),
2026-06-15,국민 건강,related_top(건강),
2026-06-15,정신 건강 의학과,related_top(건강),
2026-06-15,건강 보험 공단,related_top(건강),
2026-06-15,국민 건강 보험,related_top(건강),
2026-06-15,국민 건강 보험 공단,related_top(건강),
2026-06-15,건강 보험 심사 평가원,related_top(건강),
2026-06-15,국가 건강 검진,related_top(건강),
2026-06-15,건강 검진 결과,related_top(건강),
2026-06-15,건강 검진 예약,related_top(건강),
2026-06-15,건강검진,naver,16.04811
2026-06-15,다이어트,naver,13.13574
2026-06-15,운동·헬스,naver,17.48282
2026-06-15,영양·건강기능식품,naver,42.23368
2026-06-15,정신건강,naver,11.09966
