date,keyword,source,ratio
2026-09-26,건강 검진,related_top(건강),
2026-09-26,건강 보험,related_top(건강),
2026-09-26,건강 보험 심사 평가원,related_top(건강),
2026-09-26,건강 검진 비용,related_top(건강),
2026-09-26,건강 검진 예약,related_top(건강),
2026-09-26,kmi 건강 검진,related_top(건강),
2026-09-26,건강 염려증,related_top(건강),
2026-09-26,유재석 건강,related_top(건강),
2026-09-26,무료 건강 검진,related_top(건강),
2026-09-26,질병 관리청,related_top(질병),
2026-09-26,건강검진,naver,16.33713
2026-09-26,다이어트,naver,10.47339
2026-09-26,운동·헬스,naver,17.12801
2026-09-26,영양·건강기능식품,naver,46.02871
2026-09-26,정신건강,naver,10.03276
