date,keyword,source,ratio
2026-07-04,건강 검진,related_top(건강),
2026-07-04,건강 보험,related_top(건강),
2026-07-04,건강 수명,related_top(건강),
2026-07-04,정신 건강 의학과,related_top(건강),
2026-07-04,국민 건강 보험,related_top(건강),
2026-07-04,건강 보험 공단,related_top(건강),
2026-07-04,국민 건강 보험 공단,related_top(건강),
2026-07-04,건강 검진 예약,related_top(건강),
2026-07-04,국가 건강 검진,related_top(건강),
2026-07-04,건강 검진 결과,related_top(건강),
2026-07-04,건강검진,naver,26.1644
2026-07-04,다이어트,naver,9.73247
2026-07-04,운동·헬스,naver,14.53909
2026-07-04,영양·건강기능식품,naver,39.89865
2026-07-04,정신건강,naver,9.6654
