date,keyword,source,ratio
2026-04-22,건강 검진,related_top(건강),
2026-04-22,국민 건강,related_top(건강),
2026-04-22,건강 보험 공단,related_top(건강),
2026-04-22,국민 건강 보험,related_top(건강),
2026-04-22,국민 건강 보험 공단,related_top(건강),
2026-04-22,국가 건강 검진,related_top(건강),
2026-04-22,건강 보험 심사 평가원,related_top(건강),
2026-04-22,건강 관리 협회,related_top(건강),
2026-04-22,국립 정신 건강 센터,related_top(건강),
2026-04-22,국민 건강 보험 공단 장기 요양 보험,related_top(건강),
2026-04-22,건강검진,naver,24.86797
2026-04-22,다이어트,naver,11.88863
2026-04-22,운동·헬스,naver,12.52583
2026-04-22,영양·건강기능식품,naver,40.47646
2026-04-22,정신건강,naver,10.2411
