date,keyword,source,ratio
2026-03-30,건강 검진,related_top(건강),
2026-03-30,건강 보험,related_top(건강),
2026-03-30,정신 건강,related_top(건강),
2026-03-30,건강 보험 공단,related_top(건강),
2026-03-30,국민 건강 보험,related_top(건강),
2026-03-30,정신 건강 의학과,related_top(건강),
2026-03-30,국민 건강 보험 공단,related_top(건강),
2026-03-30,국가 건강 검진,related_top(건강),
2026-03-30,건강 검진 결과,related_top(건강),
2026-03-30,국민 건강 보험 공단 장기 요양 보험,related_top(건강),
2026-03-30,건강검진,naver,15.43454
2026-03-30,다이어트,naver,13.11451
2026-03-30,운동·헬스,naver,15.50914
2026-03-30,영양·건강기능식품,naver,43.49869
2026-03-30,정신건강,naver,12.44312
