date,keyword,source,ratio
2026-07-05,건강 수명,related_top(건강),
2026-07-05,건강 검진,related_top(건강),
2026-07-05,국민 건강 보험 공단,related_top(건강),
2026-07-05,건강 관리 협회,related_top(건강),
2026-07-05,건강 검진 결과,related_top(건강),
2026-07-05,국가 건강 검진,related_top(건강),
2026-07-05,kmi 건강 검진,related_top(건강),
2026-07-05,국민 건강 검진,related_top(건강),
2026-07-05,건강 검진 금식,related_top(건강),
2026-07-05,건강 검진 예약,related_top(건강),
2026-07-05,건강검진,naver,18.196
2026-07-05,다이어트,naver,10.86438
2026-07-05,운동·헬스,naver,17.33346
2026-07-05,영양·건강기능식품,naver,43.36576
2026-07-05,정신건강,naver,10.24041
