date,keyword,source,ratio
2026-06-22,건강 검진,related_top(건강),
2026-06-22,건강 보험,related_top(건강),
2026-06-22,정신 건강 의학과,related_top(건강),
2026-06-22,건강 보험 공단,related_top(건강),
2026-06-22,국민 건강 보험,related_top(건강),
2026-06-22,국민 건강 보험 공단,related_top(건강),
2026-06-22,건강 검진 센터,related_top(건강),
2026-06-22,건강 검진 예약,related_top(건강),
2026-06-22,건강 관리 협회,related_top(건강),
2026-06-22,건강 검진 비용,related_top(건강),
2026-06-22,건강검진,naver,16.23629
2026-06-22,다이어트,naver,12.69539
2026-06-22,운동·헬스,naver,18.63719
2026-06-22,영양·건강기능식품,naver,41.95527
2026-06-22,정신건강,naver,10.47586
