date,keyword,source,ratio
2026-03-11,건강 검진,related_top(건강),
2026-03-11,건강 보험,related_top(건강),
2026-03-11,정신 건강,related_top(건강),
2026-03-11,국민 건강,related_top(건강),
2026-03-11,건강 보험 공단,related_top(건강),
2026-03-11,국민 건강 보험,related_top(건강),
2026-03-11,정신 건강 의학과,related_top(건강),
2026-03-11,국민 건강 보험 공단,related_top(건강),
2026-03-11,건강 검진 센터,related_top(건강),
2026-03-11,국가 건강 검진,related_top(건강),
2026-03-11,건강검진,naver,24.27328
2026-03-11,다이어트,naver,10.17673
2026-03-11,운동·헬스,naver,15.19388
2026-03-11,영양·건강기능식품,naver,40.40622
2026-03-11,정신건강,naver,9.94988
