date,keyword,source,ratio
2026-05-24,건강 검진,related_top(건강),
2026-05-24,정신 건강,related_top(건강),
2026-05-24,국민 건강,related_top(건강),
2026-05-24,건강 보험 공단,related_top(건강),
2026-05-24,국민 건강 보험 공단,related_top(건강),
2026-05-24,국가 건강 검진,related_top(건강),
2026-05-24,지역 사회 건강 조사,related_top(건강),
2026-05-24,kmi 건강 검진,related_top(건강),
2026-05-24,건강 검진 결과,related_top(건강),
2026-05-24,국립 정신 건강 센터,related_top(건강),
2026-05-24,건강검진,naver,17.66734
2026-05-24,다이어트,naver,11.31859
2026-05-24,운동·헬스,naver,16.56612
2026-05-24,영양·건강기능식품,naver,42.37288
2026-05-24,정신건강,naver,12.07507
