collected_date,keyword_group,period,ratio
2026-03-16,건강검진,2026-02-15,13.88496
2026-03-16,건강검진,2026-02-16,12.87662
2026-03-16,건강검진,2026-02-17,14.74658
2026-03-16,건강검진,2026-02-18,15.08961
2026-03-16,건강검진,2026-02-19,25.17689
2026-03-16,건강검진,2026-02-20,24.83358
2026-03-16,건강검진,2026-02-21,16.96166
2026-03-16,건강검진,2026-02-22,14.64312
2026-03-16,건강검진,2026-02-23,24.90801
2026-03-16,건강검진,2026-02-24,24.90529
2026-03-16,건강검진,2026-02-25,25.77854
2026-03-16,건강검진,2026-02-26,26.48978
2026-03-16,건강검진,2026-02-27,24.84572
2026-03-16,건강검진,2026-02-28,18.2663
2026-03-16,건강검진,2026-03-01,13.78436
2026-03-16,건강검진,2026-03-02,15.89221
2026-03-16,건강검진,2026-03-03,24.97038
2026-03-16,건강검진,2026-03-04,25.80045
2026-03-16,건강검진,2026-03-05,24.6012
2026-03-16,건강검진,2026-03-06,25.05793
2026-03-16,건강검진,2026-03-07,18.076
2026-03-16,건강검진,2026-03-08,15.04065
2026-03-16,건강검진,2026-03-09,24.18465
2026-03-16,건강검진,2026-03-10,24.27328
2026-03-16,건강검진,2026-03-11,24.52255
2026-03-16,건강검진,2026-03-12,23.14898
2026-03-16,건강검진,2026-03-13,22.87043
2026-03-16,건강검진,2026-03-14,16.77164
2026-03-16,건강검진,2026-03-15,13.79568
2026-03-16,다이어트,2026-02-15,10.98271
2026-03-16,다이어트,2026-02-16,10.71368
2026-03-16,다이어트,2026-02-17,11.08563
2026-03-16,다이어트,2026-02-18,11.65559
2026-03-16,다이어트,2026-02-19,9.93021
2026-03-16,다이어트,2026-02-20,10.2576
2026-03-16,다이어트,2026-02-21,11.37839
2026-03-16,다이어트,2026-02-22,12.15997
2026-03-16,다이어트,2026-02-23,10.75896
2026-03-16,다이어트,2026-02-24,9.82407
2026-03-16,다이어트,2026-02-25,11.22196
2026-03-16,다이어트,2026-02-26,10.10064
2026-03-16,다이어트,2026-02-27,10.18916
2026-03-16,다이어트,2026-02-28,11.24819
2026-03-16,다이어트,2026-03-01,12.37905
2026-03-16,다이어트,2026-03-02,10.9938
2026-03-16,다이어트,2026-03-03,9.49919
2026-03-16,다이어트,2026-03-04,9.51234
2026-03-16,다이어트,2026-03-05,9.99547
2026-03-16,다이어트,2026-03-06,9.83278
2026-03-16,다이어트,2026-03-07,11.43737
2026-03-16,다이어트,2026-03-08,11.10674
2026-03-16,다이어트,2026-03-09,9.82006
2026-03-16,다이어트,2026-03-10,10.17673
2026-03-16,다이어트,2026-03-11,10.12144
2026-03-16,다이어트,2026-03-12,10.05241
2026-03-16,다이어트,2026-03-13,10.07732
2026-03-16,다이어트,2026-03-14,12.11414
2026-03-16,다이어트,2026-03-15,12.21301
2026-03-16,운동·헬스,2026-02-15,21.41849
2026-03-16,운동·헬스,2026-02-16,25.22303
2026-03-16,운동·헬스,2026-02-17,20.748
2026-03-16,운동·헬스,2026-02-18,21.63178
2026-03-16,운동·헬스,2026-02-19,19.26432
2026-03-16,운동·헬스,2026-02-20,17.24457
2026-03-16,운동·헬스,2026-02-21,21.06198
2026-03-16,운동·헬스,2026-02-22,22.89743
2026-03-16,운동·헬스,2026-02-23,18.11804
2026-03-16,운동·헬스,2026-02-24,17.58784
2026-03-16,운동·헬스,2026-02-25,15.2235
2026-03-16,운동·헬스,2026-02-26,13.46752
2026-03-16,운동·헬스,2026-02-27,14.42179
2026-03-16,운동·헬스,2026-02-28,16.1833
2026-03-16,운동·헬스,2026-03-01,17.43204
2026-03-16,운동·헬스,2026-03-02,20.61261
2026-03-16,운동·헬스,2026-03-03,18.90145
2026-03-16,운동·헬스,2026-03-04,15.4124
2026-03-16,운동·헬스,2026-03-05,14.39077
2026-03-16,운동·헬스,2026-03-06,13.67195
2026-03-16,운동·헬스,2026-03-07,14.7717
2026-03-16,운동·헬스,2026-03-08,19.79412
2026-03-16,운동·헬스,2026-03-09,17.90205
2026-03-16,운동·헬스,2026-03-10,15.19388
2026-03-16,운동·헬스,2026-03-11,15.75456
2026-03-16,운동·헬스,2026-03-12,14.79705
2026-03-16,운동·헬스,2026-03-13,15.31401
2026-03-16,운동·헬스,2026-03-14,16.80274
2026-03-16,운동·헬스,2026-03-15,18.74745
2026-03-16,영양·건강기능식품,2026-02-15,41.41673
2026-03-16,영양·건강기능식품,2026-02-16,40.54032
2026-03-16,영양·건강기능식품,2026-02-17,42.37369
2026-03-16,영양·건강기능식품,2026-02-18,42.2296
2026-03-16,영양·건강기능식품,2026-02-19,37.1862
2026-03-16,영양·건강기능식품,2026-02-20,38.55861
2026-03-16,영양·건강기능식품,2026-02-21,40.50434
2026-03-16,영양·건강기능식품,2026-02-22,40.83479
2026-03-16,영양·건강기능식품,2026-02-23,36.97199
2026-03-16,영양·건강기능식품,2026-02-24,39.0835
2026-03-16,영양·건강기능식품,2026-02-25,38.27923
2026-03-16,영양·건강기능식품,2026-02-26,38.9692
2026-03-16,영양·건강기능식품,2026-02-27,38.90529
2026-03-16,영양·건강기능식품,2026-02-28,43.19821
2026-03-16,영양·건강기능식품,2026-03-01,45.49993
2026-03-16,영양·건강기능식품,2026-03-02,42.84575
2026-03-16,영양·건강기능식품,2026-03-03,36.60743
2026-03-16,영양·건강기능식품,2026-03-04,39.43955
2026-03-16,영양·건강기능식품,2026-03-05,40.80213
2026-03-16,영양·건강기능식품,2026-03-06,40.13904
2026-03-16,영양·건강기능식품,2026-03-07,43.41394
2026-03-16,영양·건강기능식품,2026-03-08,43.35825
2026-03-16,영양·건강기능식품,2026-03-09,38.71793
2026-03-16,영양·건강기능식품,2026-03-10,40.40623
2026-03-16,영양·건강기능식품,2026-03-11,39.66191
2026-03-16,영양·건강기능식품,2026-03-12,41.74287
2026-03-16,영양·건강기능식품,2026-03-13,41.53518
2026-03-16,영양·건강기능식품,2026-03-14,41.71527
2026-03-16,영양·건강기능식품,2026-03-15,43.8052
2026-03-16,정신건강,2026-02-15,12.29711
2026-03-16,정신건강,2026-02-16,10.64636
2026-03-16,정신건강,2026-02-17,11.04609
2026-03-16,정신건강,2026-02-18,9.39341
2026-03-16,정신건강,2026-02-19,8.44238
2026-03-16,정신건강,2026-02-20,9.10564
2026-03-16,정신건강,2026-02-21,10.09362
2026-03-16,정신건강,2026-02-22,9.46469
2026-03-16,정신건강,2026-02-23,9.24299
2026-03-16,정신건강,2026-02-24,8.5993
2026-03-16,정신건강,2026-02-25,9.49677
2026-03-16,정신건강,2026-02-26,10.97286
2026-03-16,정신건강,2026-02-27,11.63805
2026-03-16,정신건강,2026-02-28,11.10399
2026-03-16,정신건강,2026-03-01,10.90462
2026-03-16,정신건강,2026-03-02,9.65564
2026-03-16,정신건강,2026-03-03,10.02154
2026-03-16,정신건강,2026-03-04,9.83526
2026-03-16,정신건강,2026-03-05,10.21043
2026-03-16,정신건강,2026-03-06,11.2983
2026-03-16,정신건강,2026-03-07,12.30099
2026-03-16,정신건강,2026-03-08,10.70023
2026-03-16,정신건강,2026-03-09,9.37532
2026-03-16,정신건강,2026-03-10,9.94988
2026-03-16,정신건강,2026-03-11,9.93955
2026-03-16,정신건강,2026-03-12,10.2587
2026-03-16,정신건강,2026-03-13,10.20306
2026-03-16,정신건강,2026-03-14,12.59622
2026-03-16,정신건강,2026-03-15,11.43866
