collected_date,keyword_group,period,ratio
2026-08-02,건강검진,2026-07-04,18.196
2026-08-02,건강검진,2026-07-05,16.12768
2026-08-02,건강검진,2026-07-06,26.5512
2026-08-02,건강검진,2026-07-07,25.73942
2026-08-02,건강검진,2026-07-08,26.04737
2026-08-02,건강검진,2026-07-09,25.59905
2026-08-02,건강검진,2026-07-10,24.82369
2026-08-02,건강검진,2026-07-11,18.29375
2026-08-02,건강검진,2026-07-12,16.69288
2026-08-02,건강검진,2026-07-13,26.94485
2026-08-02,건강검진,2026-07-14,25.56795
2026-08-02,건강검진,2026-07-15,26.90766
2026-08-02,건강검진,2026-07-16,25.59975
2026-08-02,건강검진,2026-07-17,17.21769
2026-08-02,건강검진,2026-07-18,17.08831
2026-08-02,건강검진,2026-07-19,17.46887
2026-08-02,건강검진,2026-07-20,30.07131
2026-08-02,건강검진,2026-07-21,28.14503
2026-08-02,건강검진,2026-07-22,26.93385
2026-08-02,건강검진,2026-07-23,27.43685
2026-08-02,건강검진,2026-07-24,27.51595
2026-08-02,건강검진,2026-07-25,20.01906
2026-08-02,건강검진,2026-07-26,19.63953
2026-08-02,건강검진,2026-07-27,30.34759
2026-08-02,건강검진,2026-07-28,29.68529
2026-08-02,건강검진,2026-07-29,30.229
2026-08-02,건강검진,2026-07-30,29.58414
2026-08-02,건강검진,2026-07-31,28.78543
2026-08-02,건강검진,2026-08-01,19.8115
2026-08-02,다이어트,2026-07-04,10.86438
2026-08-02,다이어트,2026-07-05,11.94117
2026-08-02,다이어트,2026-07-06,10.16712
2026-08-02,다이어트,2026-07-07,10.75981
2026-08-02,다이어트,2026-07-08,10.70646
2026-08-02,다이어트,2026-07-09,10.95012
2026-08-02,다이어트,2026-07-10,10.20693
2026-08-02,다이어트,2026-07-11,12.21538
2026-08-02,다이어트,2026-07-12,12.49781
2026-08-02,다이어트,2026-07-13,10.42555
2026-08-02,다이어트,2026-07-14,10.08872
2026-08-02,다이어트,2026-07-15,10.16246
2026-08-02,다이어트,2026-07-16,10.5259
2026-08-02,다이어트,2026-07-17,11.20376
2026-08-02,다이어트,2026-07-18,11.34205
2026-08-02,다이어트,2026-07-19,13.35335
2026-08-02,다이어트,2026-07-20,10.20629
2026-08-02,다이어트,2026-07-21,10.54417
2026-08-02,다이어트,2026-07-22,11.14297
2026-08-02,다이어트,2026-07-23,11.00357
2026-08-02,다이어트,2026-07-24,11.70139
2026-08-02,다이어트,2026-07-25,12.08194
2026-08-02,다이어트,2026-07-26,12.09269
2026-08-02,다이어트,2026-07-27,10.40234
2026-08-02,다이어트,2026-07-28,10.7487
2026-08-02,다이어트,2026-07-29,10.4507
2026-08-02,다이어트,2026-07-30,10.35223
2026-08-02,다이어트,2026-07-31,10.33198
2026-08-02,다이어트,2026-08-01,12.09063
2026-08-02,운동·헬스,2026-07-04,17.33346
2026-08-02,운동·헬스,2026-07-05,19.2613
2026-08-02,운동·헬스,2026-07-06,15.79459
2026-08-02,운동·헬스,2026-07-07,14.94773
2026-08-02,운동·헬스,2026-07-08,14.3483
2026-08-02,운동·헬스,2026-07-09,14.29367
2026-08-02,운동·헬스,2026-07-10,14.43075
2026-08-02,운동·헬스,2026-07-11,18.7726
2026-08-02,운동·헬스,2026-07-12,18.78168
2026-08-02,운동·헬스,2026-07-13,14.93544
2026-08-02,운동·헬스,2026-07-14,14.51808
2026-08-02,운동·헬스,2026-07-15,13.56635
2026-08-02,운동·헬스,2026-07-16,14.87849
2026-08-02,운동·헬스,2026-07-17,20.4356
2026-08-02,운동·헬스,2026-07-18,18.63068
2026-08-02,운동·헬스,2026-07-19,18.35203
2026-08-02,운동·헬스,2026-07-20,15.01974
2026-08-02,운동·헬스,2026-07-21,14.45897
2026-08-02,운동·헬스,2026-07-22,14.69725
2026-08-02,운동·헬스,2026-07-23,14.41516
2026-08-02,운동·헬스,2026-07-24,14.57677
2026-08-02,운동·헬스,2026-07-25,17.73226
2026-08-02,운동·헬스,2026-07-26,18.19231
2026-08-02,운동·헬스,2026-07-27,15.13242
2026-08-02,운동·헬스,2026-07-28,14.22603
2026-08-02,운동·헬스,2026-07-29,14.00963
2026-08-02,운동·헬스,2026-07-30,14.08169
2026-08-02,운동·헬스,2026-07-31,14.59919
2026-08-02,운동·헬스,2026-08-01,17.09825
2026-08-02,영양·건강기능식품,2026-07-04,43.36576
2026-08-02,영양·건강기능식품,2026-07-05,42.91803
2026-08-02,영양·건강기능식품,2026-07-06,38.6691
2026-08-02,영양·건강기능식품,2026-07-07,39.43779
2026-08-02,영양·건강기능식품,2026-07-08,39.73166
2026-08-02,영양·건강기능식품,2026-07-09,39.64893
2026-08-02,영양·건강기능식품,2026-07-10,40.51771
2026-08-02,영양·건강기능식품,2026-07-11,40.38894
2026-08-02,영양·건강기능식품,2026-07-12,41.39137
2026-08-02,영양·건강기능식품,2026-07-13,39.22142
2026-08-02,영양·건강기능식품,2026-07-14,40.46915
2026-08-02,영양·건강기능식품,2026-07-15,40.36149
2026-08-02,영양·건강기능식품,2026-07-16,38.83723
2026-08-02,영양·건강기능식품,2026-07-17,40.75346
2026-08-02,영양·건강기능식품,2026-07-18,42.99821
2026-08-02,영양·건강기능식품,2026-07-19,40.86373
2026-08-02,영양·건강기능식품,2026-07-20,36.60385
