collected_date,keyword_group,period,ratio
2026-06-21,건강검진,2026-05-23,17.66734
2026-06-21,건강검진,2026-05-24,14.72047
2026-06-21,건강검진,2026-05-25,19.96983
2026-06-21,건강검진,2026-05-26,29.39421
2026-06-21,건강검진,2026-05-27,26.48101
2026-06-21,건강검진,2026-05-28,26.59725
2026-06-21,건강검진,2026-05-29,25.3801
2026-06-21,건강검진,2026-05-30,18.33736
2026-06-21,건강검진,2026-05-31,15.22817
2026-06-21,건강검진,2026-06-01,25.78245
2026-06-21,건강검진,2026-06-02,25.28597
2026-06-21,건강검진,2026-06-03,17.50253
2026-06-21,건강검진,2026-06-04,26.49436
2026-06-21,건강검진,2026-06-05,26.56781
2026-06-21,건강검진,2026-06-06,16.23441
2026-06-21,건강검진,2026-06-07,15.57773
2026-06-21,건강검진,2026-06-08,27.05583
2026-06-21,건강검진,2026-06-09,25.66535
2026-06-21,건강검진,2026-06-10,24.61929
2026-06-21,건강검진,2026-06-11,24.80323
2026-06-21,건강검진,2026-06-12,24.60651
2026-06-21,건강검진,2026-06-13,19.0499
2026-06-21,건강검진,2026-06-14,16.04811
2026-06-21,건강검진,2026-06-15,26.5371
2026-06-21,건강검진,2026-06-16,25.87841
2026-06-21,건강검진,2026-06-17,25.28533
2026-06-21,건강검진,2026-06-18,25.14235
2026-06-21,건강검진,2026-06-19,24.43745
2026-06-21,건강검진,2026-06-20,17.81448
2026-06-21,다이어트,2026-05-23,11.31858
2026-06-21,다이어트,2026-05-24,13.28148
2026-06-21,다이어트,2026-05-25,13.02413
2026-06-21,다이어트,2026-05-26,10.78724
2026-06-21,다이어트,2026-05-27,11.10126
2026-06-21,다이어트,2026-05-28,11.27309
2026-06-21,다이어트,2026-05-29,11.13955
2026-06-21,다이어트,2026-05-30,13.48204
2026-06-21,다이어트,2026-05-31,13.62299
2026-06-21,다이어트,2026-06-01,12.35934
2026-06-21,다이어트,2026-06-02,10.47247
2026-06-21,다이어트,2026-06-03,12.59677
2026-06-21,다이어트,2026-06-04,11.04918
2026-06-21,다이어트,2026-06-05,10.84337
2026-06-21,다이어트,2026-06-06,13.80238
2026-06-21,다이어트,2026-06-07,13.59028
2026-06-21,다이어트,2026-06-08,11.16571
2026-06-21,다이어트,2026-06-09,12.61089
2026-06-21,다이어트,2026-06-10,12.54441
2026-06-21,다이어트,2026-06-11,11.87146
2026-06-21,다이어트,2026-06-12,10.50817
2026-06-21,다이어트,2026-06-13,11.69865
2026-06-21,다이어트,2026-06-14,13.13574
2026-06-21,다이어트,2026-06-15,11.11111
2026-06-21,다이어트,2026-06-16,10.78741
2026-06-21,다이어트,2026-06-17,10.8198
2026-06-21,다이어트,2026-06-18,11.09968
2026-06-21,다이어트,2026-06-19,11.2751
2026-06-21,다이어트,2026-06-20,11.82344
2026-06-21,운동·헬스,2026-05-23,16.56612
2026-06-21,운동·헬스,2026-05-24,18.65824
2026-06-21,운동·헬스,2026-05-25,18.6727
2026-06-21,운동·헬스,2026-05-26,13.12847
2026-06-21,운동·헬스,2026-05-27,13.38608
2026-06-21,운동·헬스,2026-05-28,13.63789
2026-06-21,운동·헬스,2026-05-29,15.34698
2026-06-21,운동·헬스,2026-05-30,18.31049
2026-06-21,운동·헬스,2026-05-31,17.75779
2026-06-21,운동·헬스,2026-06-01,14.43153
2026-06-21,운동·헬스,2026-06-02,15.01954
