date,keyword,source,ratio
2026-09-08,건강 검진,related_top(건강),
2026-09-08,건강 보험,related_top(건강),
2026-09-08,정신 건강,related_top(건강),
2026-09-08,건강 검진 병원,related_top(건강),
2026-09-08,국민 건강,related_top(건강),
2026-09-08,정신 건강 의학과,related_top(건강),
2026-09-08,건강 보험 공단,related_top(건강),
2026-09-08,국민 건강 보험 공단,related_top(건강),
2026-09-08,국가 건강 검진,related_top(건강),
2026-09-08,건강 검진 예약,related_top(건강),
2026-09-08,건강검진,naver,30.02188
2026-09-08,다이어트,naver,8.59371
2026-09-08,운동·헬스,naver,12.33522
2026-09-08,영양·건강기능식품,naver,40.84254
2026-09-08,정신건강,naver,8.20665
