date,keyword,source,ratio
2026-04-18,건강 검진,related_top(건강),
2026-04-18,정신 건강 의학과,related_top(건강),
2026-04-18,건강 보험 공단,related_top(건강),
2026-04-18,국민 건강 보험,related_top(건강),
2026-04-18,건강 식품,related_top(건강),
2026-04-18,국민 건강 보험 공단,related_top(건강),
2026-04-18,건강 검진 비용,related_top(건강),
2026-04-18,건강 in,related_top(건강),
2026-04-18,국가 건강 검진,related_top(건강),
2026-04-18,건강 검진 결과,related_top(건강),
2026-04-18,건강검진,naver,22.64766
2026-04-18,다이어트,naver,11.3451
2026-04-18,운동·헬스,naver,12.04708
2026-04-18,영양·건강기능식품,naver,42.67887
2026-04-18,정신건강,naver,11.28129
