date,keyword,source,ratio
2026-06-26,건강 검진,related_top(건강),
2026-06-26,국민 건강,related_top(건강),
2026-06-26,정신 건강 의학과,related_top(건강),
2026-06-26,건강 보험 공단,related_top(건강),
2026-06-26,국민 건강 보험,related_top(건강),
2026-06-26,국민 건강 보험 공단,related_top(건강),
2026-06-26,건강 검진 센터,related_top(건강),
2026-06-26,건강 관리 협회,related_top(건강),
2026-06-26,국가 건강 검진,related_top(건강),
2026-06-26,건강 검진 금식,related_top(건강),
2026-06-26,건강검진,naver,25.62631
2026-06-26,다이어트,naver,10.55283
2026-06-26,운동·헬스,naver,14.10777
2026-06-26,영양·건강기능식품,naver,39.88804
2026-06-26,정신건강,naver,9.82505
