date,keyword,source,ratio
2026-08-07,건강 검진,related_top(건강),
2026-08-07,건강 보험,related_top(건강),
2026-08-07,정신 건강,related_top(건강),
2026-08-07,국민 건강,related_top(건강),
2026-08-07,정신 건강 의학과,related_top(건강),
2026-08-07,건강 보험 공단,related_top(건강),
2026-08-07,국민 건강 보험,related_top(건강),
2026-08-07,국민 건강 보험 공단,related_top(건강),
2026-08-07,건강 검진 센터,related_top(건강),
2026-08-07,국가 건강 검진,related_top(건강),
2026-08-07,건강검진,naver,29.38807
2026-08-07,다이어트,naver,10.01979
2026-08-07,운동·헬스,naver,13.53166
2026-08-07,영양·건강기능식품,naver,38.21368
2026-08-07,정신건강,naver,8.8468
