date,keyword,source,ratio
2026-04-03,건강 검진,related_top(건강),
2026-04-03,건강 보험,related_top(건강),
2026-04-03,정신 건강 의학과,related_top(건강),
2026-04-03,건강 보험 공단,related_top(건강),
2026-04-03,국민 건강 보험,related_top(건강),
2026-04-03,국민 건강 보험 공단,related_top(건강),
2026-04-03,건강 식품,related_top(건강),
2026-04-03,국가 건강 검진,related_top(건강),
2026-04-03,국민 건강 보험 공단 장기 요양 보험,related_top(건강),
2026-04-03,건강 in,related_top(건강),
2026-04-03,건강검진,naver,23.61103
2026-04-03,다이어트,naver,11.1118
2026-04-03,운동·헬스,naver,11.92683
2026-04-03,영양·건강기능식품,naver,42.23232
2026-04-03,정신건강,naver,11.11802
