date,keyword,source,ratio
2026-03-23,건강 검진,related_top(건강),
2026-03-23,국민 건강,related_top(건강),
2026-03-23,건강 보험 공단,related_top(건강),
2026-03-23,정신 건강 의학과,related_top(건강),
2026-03-23,국민 건강 보험,related_top(건강),
2026-03-23,국민 건강 보험 공단,related_top(건강),
2026-03-23,건강 검진 센터,related_top(건강),
2026-03-23,국가 건강 검진,related_top(건강),
2026-03-23,건강 in,related_top(건강),
2026-03-23,건강 검진 예약,related_top(건강),
2026-03-23,건강검진,naver,15.64715
2026-03-23,다이어트,naver,13.28995
2026-03-23,운동·헬스,naver,15.15546
2026-03-23,영양·건강기능식품,naver,44.74331
2026-03-23,정신건강,naver,11.16413
