date,keyword,source,ratio
2026-03-13,의료 기기,related_top(의료),
2026-03-13,이원 의료 재단,related_top(의료),
2026-03-13,씨젠 의료 재단,related_top(의료),
2026-03-13,삼광 의료 재단,related_top(의료),
2026-03-13,신원 의료 재단,related_top(의료),
2026-03-13,의료법,related_top(의료),
2026-03-13,의료 기사,related_top(의료),
2026-03-13,녹십자 의료 재단,related_top(의료),
2026-03-13,신 의료 기술,related_top(의료),
2026-03-13,의료 기기 전자 민원,related_top(의료),
2026-03-13,건강검진,naver,23.14898
2026-03-13,다이어트,naver,10.05241
2026-03-13,운동·헬스,naver,14.79705
2026-03-13,영양·건강기능식품,naver,41.74287
2026-03-13,정신건강,naver,10.2587
