date,keyword,source,ratio
2026-06-28,건강 검진,related_top(건강),
2026-06-28,건강 보험,related_top(건강),
2026-06-28,건강 보험 공단,related_top(건강),
2026-06-28,국가 건강 검진,related_top(건강),
2026-06-28,국민 건강 보험 공단,related_top(건강),
2026-06-28,건강 검진 비용,related_top(건강),
2026-06-28,건강 검진 예약,related_top(건강),
2026-06-28,kmi 건강 검진,related_top(건강),
2026-06-28,건강 관리 협회,related_top(건강),
2026-06-28,건강 보험 심사 평가원,related_top(건강),
2026-06-28,건강검진,naver,17.64424
2026-06-28,다이어트,naver,11.29079
2026-06-28,운동·헬스,naver,17.88346
2026-06-28,영양·건강기능식품,naver,42.22563
2026-06-28,정신건강,naver,10.95589
