date,keyword,source,ratio
2026-06-24,건강 검진,related_top(건강),
2026-06-24,건강 보험,related_top(건강),
2026-06-24,건강 보험 공단,related_top(건강),
2026-06-24,국민 건강 보험,related_top(건강),
2026-06-24,국민 건강 보험 공단,related_top(건강),
2026-06-24,건강 식품,related_top(건강),
2026-06-24,건강 관리 협회,related_top(건강),
2026-06-24,건강 검진 예약,related_top(건강),
2026-06-24,건강 보험 심사 평가원,related_top(건강),
2026-06-24,국민 건강 보험 공단 장기 요양 보험,related_top(건강),
2026-06-24,건강검진,naver,26.29296
2026-06-24,다이어트,naver,10.20131
2026-06-24,운동·헬스,naver,14.66762
2026-06-24,영양·건강기능식품,naver,39.25821
2026-06-24,정신건강,naver,9.57991
