collected_date,keyword_group,period,ratio
2026-06-06,건강검진,2026-05-08,23.49739
2026-06-06,건강검진,2026-05-09,17.39169
2026-06-06,건강검진,2026-05-10,15.45447
2026-06-06,건강검진,2026-05-11,25.39885
2026-06-06,건강검진,2026-05-12,25.18322
2026-06-06,건강검진,2026-05-13,25.16133
2026-06-06,건강검진,2026-05-14,24.54
2026-06-06,건강검진,2026-05-15,24.59816
2026-06-06,건강검진,2026-05-16,16.68903
2026-06-06,건강검진,2026-05-17,15.41663
2026-06-06,건강검진,2026-05-18,26.23908
2026-06-06,건강검진,2026-05-19,26.08275
2026-06-06,건강검진,2026-05-20,25.06618
2026-06-06,건강검진,2026-05-21,24.81034
2026-06-06,건강검진,2026-05-22,24.70142
2026-06-06,건강검진,2026-05-23,17.66734
2026-06-06,건강검진,2026-05-24,14.72047
2026-06-06,건강검진,2026-05-25,19.96984
2026-06-06,건강검진,2026-05-26,29.39421
2026-06-06,건강검진,2026-05-27,26.48101
2026-06-06,건강검진,2026-05-28,26.59725
2026-06-06,건강검진,2026-05-29,25.3801
2026-06-06,건강검진,2026-05-30,18.33737
2026-06-06,건강검진,2026-05-31,15.22817
2026-06-06,건강검진,2026-06-01,25.78245
2026-06-06,건강검진,2026-06-02,25.28597
2026-06-06,건강검진,2026-06-03,17.50253
2026-06-06,건강검진,2026-06-04,26.49436
2026-06-06,건강검진,2026-06-05,26.56781
2026-06-06,다이어트,2026-05-08,10.60248
2026-06-06,다이어트,2026-05-09,11.97637
2026-06-06,다이어트,2026-05-10,12.56647
2026-06-06,다이어트,2026-05-11,11.19684
2026-06-06,다이어트,2026-05-12,11.38141
2026-06-06,다이어트,2026-05-13,11.0844
2026-06-06,다이어트,2026-05-14,11.28667
2026-06-06,다이어트,2026-05-15,11.13735
2026-06-06,다이어트,2026-05-16,12.86426
2026-06-06,다이어트,2026-05-17,13.42235
2026-06-06,다이어트,2026-05-18,11.77356
2026-06-06,다이어트,2026-05-19,11.76205
2026-06-06,다이어트,2026-05-20,11.07039
2026-06-06,다이어트,2026-05-21,11.30476
2026-06-06,다이어트,2026-05-22,11.35015
2026-06-06,다이어트,2026-05-23,11.31859
2026-06-06,다이어트,2026-05-24,13.28148
2026-06-06,다이어트,2026-05-25,13.02413
2026-06-06,다이어트,2026-05-26,10.78724
2026-06-06,다이어트,2026-05-27,11.10126
2026-06-06,다이어트,2026-05-28,11.27309
2026-06-06,다이어트,2026-05-29,11.13954
2026-06-06,다이어트,2026-05-30,13.48204
2026-06-06,다이어트,2026-05-31,13.62299
2026-06-06,다이어트,2026-06-01,12.35934
2026-06-06,다이어트,2026-06-02,10.47247
2026-06-06,다이어트,2026-06-03,12.59677
2026-06-06,다이어트,2026-06-04,11.04918
2026-06-06,다이어트,2026-06-05,10.84337
2026-06-06,운동·헬스,2026-05-08,12.21434
2026-06-06,운동·헬스,2026-05-09,15.96849
2026-06-06,운동·헬스,2026-05-10,15.60992
2026-06-06,운동·헬스,2026-05-11,12.92568
2026-06-06,운동·헬스,2026-05-12,12.84104
2026-06-06,운동·헬스,2026-05-13,12.86221
2026-06-06,운동·헬스,2026-05-14,12.17333
2026-06-06,운동·헬스,2026-05-15,12.65331
2026-06-06,운동·헬스,2026-05-16,15.78796
2026-06-06,운동·헬스,2026-05-17,17.1161
2026-06-06,운동·헬스,2026-05-18,13.30924
2026-06-06,운동·헬스,2026-05-19,12.94792
2026-06-06,운동·헬스,2026-05-20,12.74011
2026-06-06,운동·헬스,2026-05-21,12.87677
2026-06-06,운동·헬스,2026-05-22,13.66764
2026-06-06,운동·헬스,2026-05-23,16.56612
2026-06-06,운동·헬스,2026-05-24,18.65824
2026-06-06,운동·헬스,2026-05-25,18.6727
2026-06-06,운동·헬스,2026-05-26,13.12847
2026-06-06,운동·헬스,2026-05-27,13.38608
2026-06-06,운동·헬스,2026-05-28,13.63789
2026-06-06,운동·헬스,2026-05-29,15.34698
2026-06-06,운동·헬스,2026-05-30,18.31049
2026-06-06,운동·헬스,2026-05-31,17.7578
2026-06-06,운동·헬스,2026-06-01,14.43153
2026-06-06,운동·헬스,2026-06-02,15.01954
2026-06-06,운동·헬스,2026-06-03,18.59643
2026-06-06,운동·헬스,2026-06-04,13.50843
2026-06-06,운동·헬스,2026-06-05,13.87859
2026-06-06,영양·건강기능식품,2026-05-08,43.42719
2026-06-06,영양·건강기능식품,2026-05-09,42.80344
2026-06-06,영양·건강기능식품,2026-05-10,44.0072
2026-06-06,영양·건강기능식품,2026-05-11,40.04178
2026-06-06,영양·건강기능식품,2026-05-12,40.00123
2026-06-06,영양·건강기능식품,2026-05-13,40.57953
2026-06-06,영양·건강기능식품,2026-05-14,40.76
2026-06-06,영양·건강기능식품,2026-05-15,40.19197
2026-06-06,영양·건강기능식품,2026-05-16,41.75614
2026-06-06,영양·건강기능식품,2026-05-17,42.00122
2026-06-06,영양·건강기능식품,2026-05-18,38.1331
2026-06-06,영양·건강기능식품,2026-05-19,38.20572
2026-06-06,영양·건강기능식품,2026-05-20,39.97149
2026-06-06,영양·건강기능식품,2026-05-21,40.05195
2026-06-06,영양·건강기능식품,2026-05-22,38.8199
2026-06-06,영양·건강기능식품,2026-05-23,42.37289
2026-06-06,영양·건강기능식품,2026-05-24,41.72095
2026-06-06,영양·건강기능식품,2026-05-25,37.89593
2026-06-06,영양·건강기능식품,2026-05-26,36.88616
2026-06-06,영양·건강기능식품,2026-05-27,38.89241
2026-06-06,영양·건강기능식품,2026-05-28,38.19281
2026-06-06,영양·건강기능식품,2026-05-29,37.66371
2026-06-06,영양·건강기능식품,2026-05-30,38.99489
2026-06-06,영양·건강기능식품,2026-05-31,42.5582
2026-06-06,영양·건강기능식품,2026-06-01,38.25863
2026-06-06,영양·건강기능식품,2026-06-02,39.53109
2026-06-06,영양·건강기능식품,2026-06-03,40.23898
2026-06-06,영양·건강기능식품,2026-06-04,38.52585
2026-06-06,영양·건강기능식품,2026-06-05,38.22985
2026-06-06,정신건강,2026-05-08,10.25861
2026-06-06,정신건강,2026-05-09,11.86001
2026-06-06,정신건강,2026-05-10,12.36194
2026-06-06,정신건강,2026-05-11,10.43685
2026-06-06,정신건강,2026-05-12,10.59309
2026-06-06,정신건강,2026-05-13,10.31254
2026-06-06,정신건강,2026-05-14,11.24
2026-06-06,정신건강,2026-05-15,11.41921
2026-06-06,정신건강,2026-05-16,12.90261
2026-06-06,정신건강,2026-05-17,12.0437
2026-06-06,정신건강,2026-05-18,10.54501
2026-06-06,정신건강,2026-05-19,11.00155
2026-06-06,정신건강,2026-05-20,11.15183
2026-06-06,정신건강,2026-05-21,10.95619
2026-06-06,정신건강,2026-05-22,11.46089
2026-06-06,정신건강,2026-05-23,12.07507
2026-06-06,정신건강,2026-05-24,11.61886
