date,keyword,source,ratio
2026-07-22,의료 기기,related_top(의료),
2026-07-22,씨젠 의료 재단,related_top(의료),
2026-07-22,이원 의료 재단,related_top(의료),
2026-07-22,삼광 의료 재단,related_top(의료),
2026-07-22,한국 보건 의료 정보원,related_top(의료),
2026-07-22,신원 의료 재단,related_top(의료),
2026-07-22,권역 응급 의료 센터,related_top(의료),
2026-07-22,녹십자 의료 재단,related_top(의료),
2026-07-22,하나로 의료 재단,related_top(의료),
2026-07-22,보건 의료 정보 관리사,related_top(의료),
2026-07-22,건강검진,naver,28.14503
2026-07-22,다이어트,naver,10.54417
2026-07-22,운동·헬스,naver,14.45897
2026-07-22,영양·건강기능식품,naver,38.63265
2026-07-22,정신건강,naver,8.21918
