date,keyword,source,ratio
2026-04-29,건강 검진,related_top(건강),
2026-04-29,건강 보험,related_top(건강),
2026-04-29,국민 건강,related_top(건강),
2026-04-29,건강 보험 공단,related_top(건강),
2026-04-29,국민 건강 보험,related_top(건강),
2026-04-29,국민 건강 보험 공단,related_top(건강),
2026-04-29,건강 검진 센터,related_top(건강),
2026-04-29,국민 건강 보험 공단 장기 요양 보험,related_top(건강),
2026-04-29,특수 건강 검진,related_top(건강),
2026-04-29,건강 검진 결과,related_top(건강),
2026-04-29,건강검진,naver,23.75493
2026-04-29,다이어트,naver,10.09209
2026-04-29,운동·헬스,naver,12.40995
2026-04-29,영양·건강기능식품,naver,42.84909
2026-04-29,정신건강,naver,10.89394
