date,keyword,source,ratio
2026-04-02,건강 검진,related_top(건강),
2026-04-02,건강 검진 병원,related_top(건강),
2026-04-02,건강 보험 공단,related_top(건강),
2026-04-02,국민 건강 보험,related_top(건강),
2026-04-02,국민 건강 보험 공단,related_top(건강),
2026-04-02,건강 검진 예약,related_top(건강),
2026-04-02,건강 보험 심사 평가원,related_top(건강),
2026-04-02,국가 건강 검진,related_top(건강),
2026-04-02,국민 건강 보험 공단 장기 요양 보험,related_top(건강),
2026-04-02,건강 기능 식품,related_top(건강),
2026-04-02,건강검진,naver,21.89518
2026-04-02,다이어트,naver,11.20935
2026-04-02,운동·헬스,naver,12.85556
2026-04-02,영양·건강기능식품,naver,43.09232
2026-04-02,정신건강,naver,10.94759
