date,keyword,source,ratio
2026-09-23,건강 검진,related_top(건강),
2026-09-23,국민 건강,related_top(건강),
2026-09-23,정신 건강 의학과,related_top(건강),
2026-09-23,국가 건강 검진,related_top(건강),
2026-09-23,건강 보험 공단,related_top(건강),
2026-09-23,건강 관리 협회,related_top(건강),
2026-09-23,국민 건강 보험 공단,related_top(건강),
2026-09-23,건강 검진 예약,related_top(건강),
2026-09-23,한국 건강 관리 협회,related_top(건강),
2026-09-23,kmi 건강 검진,related_top(건강),
2026-09-23,건강검진,naver,28.03365
2026-09-23,다이어트,naver,8.86342
2026-09-23,운동·헬스,naver,12.61333
2026-09-23,영양·건강기능식품,naver,41.48836
2026-09-23,정신건강,naver,9.00123
