date,keyword,source,ratio
2026-04-05,건강 검진,related_top(건강),
2026-04-05,건강 보험 공단,related_top(건강),
2026-04-05,국민 건강 보험 공단,related_top(건강),
2026-04-05,건강 검진 비용,related_top(건강),
2026-04-05,국가 건강 검진,related_top(건강),
2026-04-05,건강 검진 예약,related_top(건강),
2026-04-05,청년 신체 건강 증진,related_top(건강),
2026-04-05,청년 신체 건강 증진 서비스,related_top(건강),
2026-04-05,국립 정신 건강 센터,related_top(건강),
2026-04-05,건강 관리 협회,related_top(건강),
2026-04-05,건강검진,naver,16.23366
2026-04-05,다이어트,naver,11.91753
2026-04-05,운동·헬스,naver,14.65806
2026-04-05,영양·건강기능식품,naver,44.55247
2026-04-05,정신건강,naver,12.63828
