date,keyword,source,ratio
2026-09-07,건강 검진,related_top(건강),
2026-09-07,건강 보험,related_top(건강),
2026-09-07,정신 건강 의학과,related_top(건강),
2026-09-07,건강 보험 공단,related_top(건강),
2026-09-07,국민 건강 보험,related_top(건강),
2026-09-07,국민 건강 보험 공단,related_top(건강),
2026-09-07,건강 검진 예약,related_top(건강),
2026-09-07,건강 관리 협회,related_top(건강),
2026-09-07,국가 건강 검진,related_top(건강),
2026-09-07,건강 검진 비용,related_top(건강),
2026-09-07,건강검진,naver,16.86519
2026-09-07,다이어트,naver,10.3179
2026-09-07,운동·헬스,naver,15.1061
2026-09-07,영양·건강기능식품,naver,48.6866
2026-09-07,정신건강,naver,9.02422
