date,keyword,source,ratio
2026-03-26,건강 검진,related_top(건강),
2026-03-26,건강 보험,related_top(건강),
2026-03-26,정신 건강,related_top(건강),
2026-03-26,국민 건강,related_top(건강),
2026-03-26,국민 건강 보험,related_top(건강),
2026-03-26,건강 보험 공단,related_top(건강),
2026-03-26,정신 건강 의학과,related_top(건강),
2026-03-26,국민 건강 보험 공단,related_top(건강),
2026-03-26,건강 검진 센터,related_top(건강),
2026-03-26,국가 건강 검진,related_top(건강),
2026-03-26,건강검진,naver,26.19609
2026-03-26,다이어트,naver,11.12421
2026-03-26,운동·헬스,naver,11.34883
2026-03-26,영양·건강기능식품,naver,41.17812
2026-03-26,정신건강,naver,10.15274
