date,keyword,source,ratio
2026-06-20,건강 검진,related_top(건강),
2026-06-20,건강 보험,related_top(건강),
2026-06-20,국민 건강,related_top(건강),
2026-06-20,건강 보험 공단,related_top(건강),
2026-06-20,국민 건강 보험,related_top(건강),
2026-06-20,국민 건강 보험 공단,related_top(건강),
2026-06-20,건강 검진 결과,related_top(건강),
2026-06-20,국가 건강 검진,related_top(건강),
2026-06-20,건강 검진 비용,related_top(건강),
2026-06-20,건강 관리 협회,related_top(건강),
2026-06-20,건강검진,naver,24.43745
2026-06-20,다이어트,naver,11.2751
2026-06-20,운동·헬스,naver,13.68659
2026-06-20,영양·건강기능식품,naver,39.46287
2026-06-20,정신건강,naver,11.13799
