date,keyword,source,ratio
2026-09-12,건강 검진,related_top(건강),
2026-09-12,건강 보험,related_top(건강),
2026-09-12,국민 건강,related_top(건강),
2026-09-12,건강 보험 공단,related_top(건강),
2026-09-12,건강 관리 협회,related_top(건강),
2026-09-12,국가 건강 검진,related_top(건강),
2026-09-12,국민 건강 보험 공단,related_top(건강),
2026-09-12,건강 검진 예약,related_top(건강),
2026-09-12,건강 검진 결과,related_top(건강),
2026-09-12,건강 검진 비용,related_top(건강),
2026-09-12,건강검진,naver,29.61643
2026-09-12,다이어트,naver,8.3611
2026-09-12,운동·헬스,naver,11.41418
2026-09-12,영양·건강기능식품,naver,41.57304
2026-09-12,정신건강,naver,9.03526
