date,keyword,source,ratio
2026-06-16,건강 검진,related_top(건강),
2026-06-16,정신 건강,related_top(건강),
2026-06-16,건강 보험 공단,related_top(건강),
2026-06-16,국민 건강 보험,related_top(건강),
2026-06-16,정신 건강 의학과,related_top(건강),
2026-06-16,국민 건강 보험 공단,related_top(건강),
2026-06-16,건강 검진 센터,related_top(건강),
2026-06-16,건강 관리 협회,related_top(건강),
2026-06-16,건강 검진 결과,related_top(건강),
2026-06-16,건강 보험 심사 평가원,related_top(건강),
2026-06-16,건강검진,naver,26.5371
2026-06-16,다이어트,naver,11.11111
2026-06-16,운동·헬스,naver,14.06307
2026-06-16,영양·건강기능식품,naver,38.54664
2026-06-16,정신건강,naver,9.74209
