date,keyword,source,ratio
2026-04-14,건강 검진,related_top(건강),
2026-04-14,건강 보험,related_top(건강),
2026-04-14,국민 건강,related_top(건강),
2026-04-14,건강 보험 공단,related_top(건강),
2026-04-14,국민 건강 보험,related_top(건강),
2026-04-14,정신 건강 의학과,related_top(건강),
2026-04-14,국민 건강 보험 공단,related_top(건강),
2026-04-14,건강 검진 센터,related_top(건강),
2026-04-14,건강 관리 협회,related_top(건강),
2026-04-14,국민 건강 보험 공단 장기 요양 보험,related_top(건강),
2026-04-14,건강검진,naver,23.78394
2026-04-14,다이어트,naver,12.14665
2026-04-14,운동·헬스,naver,13.06465
2026-04-14,영양·건강기능식품,naver,40.6773
2026-04-14,정신건강,naver,10.32745
