date,keyword,source,ratio
2026-07-08,건강 검진,related_top(건강),
2026-07-08,건강 보험,related_top(건강),
2026-07-08,국민 건강,related_top(건강),
2026-07-08,건강 보험 공단,related_top(건강),
2026-07-08,국민 건강 보험,related_top(건강),
2026-07-08,정신 건강 의학과,related_top(건강),
2026-07-08,국민 건강 보험 공단,related_top(건강),
2026-07-08,건강 검진 센터,related_top(건강),
2026-07-08,국가 건강 검진,related_top(건강),
2026-07-08,건강 관리 협회,related_top(건강),
2026-07-08,건강검진,naver,25.73942
2026-07-08,다이어트,naver,10.75982
2026-07-08,운동·헬스,naver,14.94773
2026-07-08,영양·건강기능식품,naver,39.43779
2026-07-08,정신건강,naver,9.11525
