date,keyword,source,ratio
2026-07-18,건강 검진,related_top(건강),
2026-07-18,건강 보험 공단,related_top(건강),
2026-07-18,건강 검진 센터,related_top(건강),
2026-07-18,국가 건강 검진,related_top(건강),
2026-07-18,국민 건강 보험 공단,related_top(건강),
2026-07-18,건강 검진 결과,related_top(건강),
2026-07-18,건강 검진 비용,related_top(건강),
2026-07-18,건강 보험 심사 평가원,related_top(건강),
2026-07-18,건강 검진 예약,related_top(건강),
2026-07-18,건강 검진 금식,related_top(건강),
2026-07-18,건강검진,naver,17.2177
2026-07-18,다이어트,naver,11.20377
2026-07-18,운동·헬스,naver,20.43559
2026-07-18,영양·건강기능식품,naver,40.75346
2026-07-18,정신건강,naver,10.38948
