date,keyword,source,ratio
2026-08-16,건강 검진,related_top(건강),
2026-08-16,건강 보험,related_top(건강),
2026-08-16,건강 보험 공단,related_top(건강),
2026-08-16,건강 식품,related_top(건강),
2026-08-16,국민 건강 보험 공단,related_top(건강),
2026-08-16,건강 검진 예약,related_top(건강),
2026-08-16,건강 보험 심사 평가원,related_top(건강),
2026-08-16,kmi 건강 검진,related_top(건강),
2026-08-16,국가 건강 검진,related_top(건강),
2026-08-16,건강 검진 비용,related_top(건강),
2026-08-16,건강검진,naver,16.96982
2026-08-16,다이어트,naver,10.95417
2026-08-16,운동·헬스,naver,18.11808
2026-08-16,영양·건강기능식품,naver,44.74139
2026-08-16,정신건강,naver,9.21655
