collected_date,keyword_group,period,ratio
2026-03-25,건강검진,2026-02-24,24.90529
2026-03-25,건강검진,2026-02-25,25.77854
2026-03-25,건강검진,2026-02-26,26.48978
2026-03-25,건강검진,2026-02-27,24.84572
2026-03-25,건강검진,2026-02-28,18.2663
2026-03-25,건강검진,2026-03-01,13.78437
2026-03-25,건강검진,2026-03-02,15.89221
2026-03-25,건강검진,2026-03-03,24.97038
2026-03-25,건강검진,2026-03-04,25.80045
2026-03-25,건강검진,2026-03-05,24.6012
2026-03-25,건강검진,2026-03-06,25.05793
2026-03-25,건강검진,2026-03-07,18.076
2026-03-25,건강검진,2026-03-08,15.04065
2026-03-25,건강검진,2026-03-09,24.18465
2026-03-25,건강검진,2026-03-10,24.27328
2026-03-25,건강검진,2026-03-11,24.52255
2026-03-25,건강검진,2026-03-12,23.14897
2026-03-25,건강검진,2026-03-13,22.87043
2026-03-25,건강검진,2026-03-14,16.77163
2026-03-25,건강검진,2026-03-15,13.79568
2026-03-25,건강검진,2026-03-16,23.61618
2026-03-25,건강검진,2026-03-17,26.00567
2026-03-25,건강검진,2026-03-18,25.35463
2026-03-25,건강검진,2026-03-19,25.98784
2026-03-25,건강검진,2026-03-20,24.48588
2026-03-25,건강검진,2026-03-21,18.17959
2026-03-25,건강검진,2026-03-22,15.64714
2026-03-25,건강검진,2026-03-23,25.10081
2026-03-25,건강검진,2026-03-24,25.68047
2026-03-25,다이어트,2026-02-24,9.82407
2026-03-25,다이어트,2026-02-25,11.22196
2026-03-25,다이어트,2026-02-26,10.10064
2026-03-25,다이어트,2026-02-27,10.18916
2026-03-25,다이어트,2026-02-28,11.24819
2026-03-25,다이어트,2026-03-01,12.37905
2026-03-25,다이어트,2026-03-02,10.9938
2026-03-25,다이어트,2026-03-03,9.49919
2026-03-25,다이어트,2026-03-04,9.51234
2026-03-25,다이어트,2026-03-05,9.99547
2026-03-25,다이어트,2026-03-06,9.83278
2026-03-25,다이어트,2026-03-07,11.43737
2026-03-25,다이어트,2026-03-08,11.10674
2026-03-25,다이어트,2026-03-09,9.82006
2026-03-25,다이어트,2026-03-10,10.17673
2026-03-25,다이어트,2026-03-11,10.12143
2026-03-25,다이어트,2026-03-12,10.05241
2026-03-25,다이어트,2026-03-13,10.07732
2026-03-25,다이어트,2026-03-14,12.11414
2026-03-25,다이어트,2026-03-15,12.21301
2026-03-25,다이어트,2026-03-16,11.01072
2026-03-25,다이어트,2026-03-17,11.21225
2026-03-25,다이어트,2026-03-18,10.39875
2026-03-25,다이어트,2026-03-19,11.2462
2026-03-25,다이어트,2026-03-20,11.57178
2026-03-25,다이어트,2026-03-21,12.54694
2026-03-25,다이어트,2026-03-22,13.28995
2026-03-25,다이어트,2026-03-23,11.52907
2026-03-25,다이어트,2026-03-24,11.18202
2026-03-25,운동·헬스,2026-02-24,17.58784
2026-03-25,운동·헬스,2026-02-25,15.2235
2026-03-25,운동·헬스,2026-02-26,13.46752
2026-03-25,운동·헬스,2026-02-27,14.42179
2026-03-25,운동·헬스,2026-02-28,16.1833
2026-03-25,운동·헬스,2026-03-01,17.43204
2026-03-25,운동·헬스,2026-03-02,20.61261
2026-03-25,운동·헬스,2026-03-03,18.90145
2026-03-25,운동·헬스,2026-03-04,15.4124
2026-03-25,운동·헬스,2026-03-05,14.39077
2026-03-25,운동·헬스,2026-03-06,13.67195
2026-03-25,운동·헬스,2026-03-07,14.7717
2026-03-25,운동·헬스,2026-03-08,19.79413
2026-03-25,운동·헬스,2026-03-09,17.90205
2026-03-25,운동·헬스,2026-03-10,15.19388
2026-03-25,운동·헬스,2026-03-11,15.75456
2026-03-25,운동·헬스,2026-03-12,14.79705
2026-03-25,운동·헬스,2026-03-13,15.31401
2026-03-25,운동·헬스,2026-03-14,16.80274
2026-03-25,운동·헬스,2026-03-15,18.74745
2026-03-25,운동·헬스,2026-03-16,13.82463
2026-03-25,운동·헬스,2026-03-17,12.5913
2026-03-25,운동·헬스,2026-03-18,12.69965
2026-03-25,운동·헬스,2026-03-19,11.97685
2026-03-25,운동·헬스,2026-03-20,11.84288
2026-03-25,운동·헬스,2026-03-21,14.75102
2026-03-25,운동·헬스,2026-03-22,15.15546
2026-03-25,운동·헬스,2026-03-23,12.54244
2026-03-25,운동·헬스,2026-03-24,11.61294
2026-03-25,영양·건강기능식품,2026-02-24,39.0835
2026-03-25,영양·건강기능식품,2026-02-25,38.27923
2026-03-25,영양·건강기능식품,2026-02-26,38.9692
2026-03-25,영양·건강기능식품,2026-02-27,38.90529
2026-03-25,영양·건강기능식품,2026-02-28,43.19821
2026-03-25,영양·건강기능식품,2026-03-01,45.49992
2026-03-25,영양·건강기능식품,2026-03-02,42.84575
2026-03-25,영양·건강기능식품,2026-03-03,36.60744
2026-03-25,영양·건강기능식품,2026-03-04,39.43955
