date,keyword,source,ratio
2026-03-24,건강 검진,related_top(건강),
2026-03-24,건강 보험,related_top(건강),
2026-03-24,국민 건강,related_top(건강),
2026-03-24,정신 건강 의학과,related_top(건강),
2026-03-24,건강 보험 공단,related_top(건강),
2026-03-24,국민 건강 보험,related_top(건강),
2026-03-24,국민 건강 보험 공단,related_top(건강),
2026-03-24,건강 검진 센터,related_top(건강),
2026-03-24,건강 관리 협회,related_top(건강),
2026-03-24,건강 검진 비용,related_top(건강),
2026-03-24,건강검진,naver,25.10081
2026-03-24,다이어트,naver,11.52907
2026-03-24,운동·헬스,naver,12.54244
2026-03-24,영양·건강기능식품,naver,40.84253
2026-03-24,정신건강,naver,9.98514
