date,keyword,source,ratio
2026-09-21,건강 검진,related_top(건강),
2026-09-21,시진핑 건강,related_top(건강),
2026-09-21,시진핑 건강 이상설,related_top(건강),
2026-09-21,국립 정신 건강 센터,related_top(건강),
2026-09-21,시진핑 건강 이상,related_top(건강),
2026-09-21,질병 관리청,related_top(질병),
2026-09-21,질병 보건 통합 관리 시스템,related_top(질병),
2026-09-21,질병 분류 기호,related_top(질병),
2026-09-21,이원 의료 재단,related_top(의료),
2026-09-21,삼광 의료 재단,related_top(의료),
2026-09-21,건강검진,naver,16.81883
2026-09-21,다이어트,naver,10.49051
2026-09-21,운동·헬스,naver,14.59005
2026-09-21,영양·건강기능식품,naver,48.66631
2026-09-21,정신건강,naver,9.4343
