date,keyword,source,ratio
2026-06-21,건강 검진,related_top(건강),
2026-06-21,건강 보험,related_top(건강),
2026-06-21,정신 건강,related_top(건강),
2026-06-21,국민 건강 보험,related_top(건강),
2026-06-21,건강 보험 공단,related_top(건강),
2026-06-21,국민 건강 보험 공단,related_top(건강),
2026-06-21,건강 검진 예약,related_top(건강),
2026-06-21,건강 검진 대상자,related_top(건강),
2026-06-21,kmi 건강 검진,related_top(건강),
2026-06-21,한국 건강 관리 협회,related_top(건강),
2026-06-21,건강검진,naver,17.81448
2026-06-21,다이어트,naver,11.82344
2026-06-21,운동·헬스,naver,17.72117
2026-06-21,영양·건강기능식품,naver,40.43487
2026-06-21,정신건강,naver,12.20604
