collected_date,keyword_group,period,ratio
2026-02-27,건강검진,2026-01-29,24.58745
2026-02-27,건강검진,2026-01-30,22.71383
2026-02-27,건강검진,2026-01-31,16.87415
2026-02-27,건강검진,2026-02-01,14.23091
2026-02-27,건강검진,2026-02-02,24.3142
2026-02-27,건강검진,2026-02-03,23.85591
2026-02-27,건강검진,2026-02-04,26.71319
2026-02-27,건강검진,2026-02-05,23.80575
2026-02-27,건강검진,2026-02-06,22.53097
2026-02-27,건강검진,2026-02-07,17.98785
2026-02-27,건강검진,2026-02-08,14.83416
2026-02-27,건강검진,2026-02-09,22.65744
2026-02-27,건강검진,2026-02-10,22.10801
2026-02-27,건강검진,2026-02-11,22.37942
2026-02-27,건강검진,2026-02-12,22.67031
2026-02-27,건강검진,2026-02-13,22.90256
2026-02-27,건강검진,2026-02-14,16.2237
2026-02-27,건강검진,2026-02-15,13.88497
2026-02-27,건강검진,2026-02-16,12.87662
2026-02-27,건강검진,2026-02-17,14.74658
2026-02-27,건강검진,2026-02-18,15.08961
2026-02-27,건강검진,2026-02-19,25.17689
2026-02-27,건강검진,2026-02-20,24.83357
2026-02-27,건강검진,2026-02-21,16.96166
2026-02-27,건강검진,2026-02-22,14.64313
2026-02-27,건강검진,2026-02-23,24.90801
2026-02-27,건강검진,2026-02-24,24.90529
2026-02-27,건강검진,2026-02-25,25.77854
2026-02-27,건강검진,2026-02-26,26.48979
2026-02-27,다이어트,2026-01-29,11.34847
2026-02-27,다이어트,2026-01-30,10.08518
2026-02-27,다이어트,2026-01-31,9.88498
2026-02-27,다이어트,2026-02-01,10.95192
2026-02-27,다이어트,2026-02-02,9.32879
2026-02-27,다이어트,2026-02-03,9.19191
2026-02-27,다이어트,2026-02-04,9.16907
2026-02-27,다이어트,2026-02-05,9.85521
2026-02-27,다이어트,2026-02-06,9.19301
2026-02-27,다이어트,2026-02-07,9.25902
2026-02-27,다이어트,2026-02-08,9.51281
2026-02-27,다이어트,2026-02-09,9.15293
2026-02-27,다이어트,2026-02-10,9.0634
2026-02-27,다이어트,2026-02-11,8.69931
2026-02-27,다이어트,2026-02-12,9.49533
2026-02-27,다이어트,2026-02-13,9.53026
2026-02-27,다이어트,2026-02-14,10.11707
2026-02-27,다이어트,2026-02-15,10.98271
2026-02-27,다이어트,2026-02-16,10.71368
2026-02-27,다이어트,2026-02-17,11.08563
2026-02-27,다이어트,2026-02-18,11.6556
2026-02-27,다이어트,2026-02-19,9.93021
2026-02-27,다이어트,2026-02-20,10.2576
2026-02-27,다이어트,2026-02-21,11.37839
2026-02-27,다이어트,2026-02-22,12.15997
2026-02-27,다이어트,2026-02-23,10.75896
2026-02-27,다이어트,2026-02-24,9.82407
2026-02-27,다이어트,2026-02-25,11.22196
2026-02-27,다이어트,2026-02-26,10.10064
2026-02-27,운동·헬스,2026-01-29,14.04005
2026-02-27,운동·헬스,2026-01-30,16.58583
2026-02-27,운동·헬스,2026-01-31,20.39919
2026-02-27,운동·헬스,2026-02-01,19.33821
2026-02-27,운동·헬스,2026-02-02,16.75097
2026-02-27,운동·헬스,2026-02-03,15.27581
2026-02-27,운동·헬스,2026-02-04,15.08623
2026-02-27,운동·헬스,2026-02-05,15.01268
2026-02-27,운동·헬스,2026-02-06,16.15723
2026-02-27,운동·헬스,2026-02-07,18.55684
2026-02-27,운동·헬스,2026-02-08,19.29292
2026-02-27,운동·헬스,2026-02-09,15.90013
2026-02-27,운동·헬스,2026-02-10,14.94391
2026-02-27,운동·헬스,2026-02-11,15.84705
2026-02-27,운동·헬스,2026-02-12,16.02301
2026-02-27,운동·헬스,2026-02-13,16.04533
2026-02-27,운동·헬스,2026-02-14,21.28619
2026-02-27,운동·헬스,2026-02-15,21.41849
2026-02-27,운동·헬스,2026-02-16,25.22303
2026-02-27,운동·헬스,2026-02-17,20.748
2026-02-27,운동·헬스,2026-02-18,21.63178
2026-02-27,운동·헬스,2026-02-19,19.26432
2026-02-27,운동·헬스,2026-02-20,17.24457
2026-02-27,운동·헬스,2026-02-21,21.06198
2026-02-27,운동·헬스,2026-02-22,22.89743
2026-02-27,운동·헬스,2026-02-23,18.11804
2026-02-27,운동·헬스,2026-02-24,17.58784
2026-02-27,운동·헬스,2026-02-25,15.2235
2026-02-27,운동·헬스,2026-02-26,13.46752
2026-02-27,영양·건강기능식품,2026-01-29,40.84379
2026-02-27,영양·건강기능식품,2026-01-30,40.62463
2026-02-27,영양·건강기능식품,2026-01-31,42.44926
2026-02-27,영양·건강기능식품,2026-02-01,45.96572
2026-02-27,영양·건강기능식품,2026-02-02,40.19455
2026-02-27,영양·건강기능식품,2026-02-03,42.43062
2026-02-27,영양·건강기능식품,2026-02-04,39.87256
2026-02-27,영양·건강기능식품,2026-02-05,41.55042
2026-02-27,영양·건강기능식품,2026-02-06,41.88376
2026-02-27,영양·건강기능식품,2026-02-07,43.39196
2026-02-27,영양·건강기능식품,2026-02-08,45.83283
2026-02-27,영양·건강기능식품,2026-02-09,42.45426
2026-02-27,영양·건강기능식품,2026-02-10,44.84738
2026-02-27,영양·건강기능식품,2026-02-11,43.80687
2026-02-27,영양·건강기능식품,2026-02-12,41.83186
2026-02-27,영양·건강기능식품,2026-02-13,39.86029
2026-02-27,영양·건강기능식품,2026-02-14,41.1881
2026-02-27,영양·건강기능식품,2026-02-15,41.41673
2026-02-27,영양·건강기능식품,2026-02-16,40.54031
2026-02-27,영양·건강기능식품,2026-02-17,42.37369
2026-02-27,영양·건강기능식품,2026-02-18,42.22961
2026-02-27,영양·건강기능식품,2026-02-19,37.1862
2026-02-27,영양·건강기능식품,2026-02-20,38.55861
2026-02-27,영양·건강기능식품,2026-02-21,40.50434
2026-02-27,영양·건강기능식품,2026-02-22,40.83479
2026-02-27,영양·건강기능식품,2026-02-23,36.97199
2026-02-27,영양·건강기능식품,2026-02-24,39.0835
2026-02-27,영양·건강기능식품,2026-02-25,38.27923
2026-02-27,영양·건강기능식품,2026-02-26,38.9692
2026-02-27,정신건강,2026-01-29,9.18024
2026-02-27,정신건강,2026-01-30,9.99053
2026-02-27,정신건강,2026-01-31,10.39242
2026-02-27,정신건강,2026-02-01,9.51324
2026-02-27,정신건강,2026-02-02,9.41148
2026-02-27,정신건강,2026-02-03,9.24575
2026-02-27,정신건강,2026-02-04,9.15895
2026-02-27,정신건강,2026-02-05,9.77594
2026-02-27,정신건강,2026-02-06,10.23503
2026-02-27,정신건강,2026-02-07,10.80434
2026-02-27,정신건강,2026-02-08,10.52728
2026-02-27,정신건강,2026-02-09,9.83524
2026-02-27,정신건강,2026-02-10,9.03731
2026-02-27,정신건강,2026-02-11,9.26734
2026-02-27,정신건강,2026-02-12,9.97949
2026-02-27,정신건강,2026-02-13,11.66156
2026-02-27,정신건강,2026-02-14,11.18494
2026-02-27,정신건강,2026-02-15,12.2971
2026-02-27,정신건강,2026-02-16,10.64635
2026-02-27,정신건강,2026-02-17,11.0461
2026-02-27,정신건강,2026-02-18,9.3934
2026-02-27,정신건강,2026-02-19,8.44237
2026-02-27,정신건강,2026-02-20,9.10564
2026-02-27,정신건강,2026-02-21,10.09362
2026-02-27,정신건강,2026-02-22,9.46469
2026-02-27,정신건강,2026-02-23,9.243
2026-02-27,정신건강,2026-02-24,8.5993
2026-02-27,정신건강,2026-02-25,9.49677
2026-02-27,정신건강,2026-02-26,10.97286
