date,keyword,source,ratio
2026-06-02,건강 검진,related_top(건강),
2026-06-02,건강 보험,related_top(건강),
2026-06-02,건강 보험 공단,related_top(건강),
2026-06-02,국민 건강 보험,related_top(건강),
2026-06-02,정신 건강 의학과,related_top(건강),
2026-06-02,국민 건강 보험 공단,related_top(건강),
2026-06-02,건강 검진 비용,related_top(건강),
2026-06-02,국민 건강 보험 공단 장기 요양 보험,related_top(건강),
2026-06-02,건강 검진 결과,related_top(건강),
2026-06-02,건강 검진 예약,related_top(건강),
2026-06-02,건강검진,naver,25.78245
2026-06-02,다이어트,naver,12.35934
2026-06-02,운동·헬스,naver,14.43153
2026-06-02,영양·건강기능식품,naver,38.25863
2026-06-02,정신건강,naver,9.16805
