date,keyword,source,ratio
2026-04-28,다이어트 디시,related_top(다이어트),
2026-04-28,다이어트 식단,related_top(다이어트),
2026-04-28,다이어트 음식,related_top(다이어트),
2026-04-28,다이어트 간식,related_top(다이어트),
2026-04-28,다이어트 유산균,related_top(다이어트),
2026-04-28,다이어트 보조제,related_top(다이어트),
2026-04-28,다이어트 과자,related_top(다이어트),
2026-04-28,바나나 다이어트,related_top(다이어트),
2026-04-28,다이어트 한약,related_top(다이어트),
2026-04-28,다이어트 주사,related_top(다이어트),
2026-04-28,건강검진,naver,24.87976
2026-04-28,다이어트,naver,11.01478
2026-04-28,운동·헬스,naver,12.14298
2026-04-28,영양·건강기능식품,naver,41.4346
2026-04-28,정신건강,naver,10.52788
