date,keyword,source,ratio
2026-03-14,건강 검진,related_top(건강),
2026-03-14,건강 보험,related_top(건강),
2026-03-14,정신 건강 의학과,related_top(건강),
2026-03-14,건강 보험 공단,related_top(건강),
2026-03-14,건강 식품,related_top(건강),
2026-03-14,국민 건강 보험 공단,related_top(건강),
2026-03-14,국가 건강 검진,related_top(건강),
2026-03-14,건강 검진 결과,related_top(건강),
2026-03-14,건강 검진 센터,related_top(건강),
2026-03-14,건강 관리 협회,related_top(건강),
2026-03-14,건강검진,naver,22.87043
2026-03-14,다이어트,naver,10.07732
2026-03-14,운동·헬스,naver,15.31401
2026-03-14,영양·건강기능식품,naver,41.53518
2026-03-14,정신건강,naver,10.20306
