date,keyword,source,ratio
2026-04-16,건강 검진,related_top(건강),
2026-04-16,건강 보험,related_top(건강),
2026-04-16,건강 식품,related_top(건강),
2026-04-16,국민 건강,related_top(건강),
2026-04-16,국민 건강 보험,related_top(건강),
2026-04-16,정신 건강 의학과,related_top(건강),
2026-04-16,건강 보험 공단,related_top(건강),
2026-04-16,국민 건강 보험 공단,related_top(건강),
2026-04-16,국민 건강 보험 공단 장기 요양 보험,related_top(건강),
2026-04-16,건강 기능 식품,related_top(건강),
2026-04-16,건강검진,naver,22.90581
2026-04-16,다이어트,naver,12.26209
2026-04-16,운동·헬스,naver,12.38938
2026-04-16,영양·건강기능식품,naver,42.08389
2026-04-16,정신건강,naver,10.35883
