date,keyword,source,ratio
2026-09-19,건강 검진,related_top(건강),
2026-09-19,건강 보험,related_top(건강),
2026-09-19,건강 보험 공단,related_top(건강),
2026-09-19,국민 건강 보험,related_top(건강),
2026-09-19,건강 검진 결과,related_top(건강),
2026-09-19,국가 건강 검진,related_top(건강),
2026-09-19,건강 관리 협회,related_top(건강),
2026-09-19,국민 건강 보험 공단,related_top(건강),
2026-09-19,일반 건강 검진,related_top(건강),
2026-09-19,건강 검진 금식,related_top(건강),
2026-09-19,건강검진,naver,28.32282
2026-09-19,다이어트,naver,8.17691
2026-09-19,운동·헬스,naver,11.11026
2026-09-19,영양·건강기능식품,naver,43.65074
2026-09-19,정신건강,naver,8.73927
