date,keyword,source,ratio
2026-08-30,건강 검진,related_top(건강),
2026-08-30,정신 건강,related_top(건강),
2026-08-30,국민 건강,related_top(건강),
2026-08-30,건강 보험 공단,related_top(건강),
2026-08-30,국민 건강 보험 공단,related_top(건강),
2026-08-30,건강 검진 예약,related_top(건강),
2026-08-30,건강 검진 결과,related_top(건강),
2026-08-30,건강 보험 심사 평가원,related_top(건강),
2026-08-30,건강 관리 협회,related_top(건강),
2026-08-30,kmi 건강 검진,related_top(건강),
2026-08-30,건강검진,naver,20.14195
2026-08-30,다이어트,naver,10.85747
2026-08-30,운동·헬스,naver,16.2958
2026-08-30,영양·건강기능식품,naver,43.38193
2026-08-30,정신건강,naver,9.32285
