date,keyword,source,ratio
2026-08-28,건강 검진,related_top(건강),
2026-08-28,건강 보험,related_top(건강),
2026-08-28,국민 건강,related_top(건강),
2026-08-28,정신 건강 의학과,related_top(건강),
2026-08-28,건강 보험 공단,related_top(건강),
2026-08-28,국민 건강 보험,related_top(건강),
2026-08-28,국민 건강 보험 공단,related_top(건강),
2026-08-28,건강 검진 예약,related_top(건강),
2026-08-28,국가 건강 검진,related_top(건강),
2026-08-28,건강 검진 결과,related_top(건강),
2026-08-28,건강검진,naver,29.17698
2026-08-28,다이어트,naver,9.4804
2026-08-28,운동·헬스,naver,12.3714
2026-08-28,영양·건강기능식품,naver,40.25915
2026-08-28,정신건강,naver,8.71207
