date,keyword,source,ratio
2026-04-26,건강 검진,related_top(건강),
2026-04-26,정신 건강 의학과,related_top(건강),
2026-04-26,건강 수명,related_top(건강),
2026-04-26,건강 보험 공단,related_top(건강),
2026-04-26,국민 건강 보험 공단,related_top(건강),
2026-04-26,건강 검진 예약,related_top(건강),
2026-04-26,건강 보험 심사 평가원,related_top(건강),
2026-04-26,국립 정신 건강 센터,related_top(건강),
2026-04-26,국가 건강 검진,related_top(건강),
2026-04-26,kmi 건강 검진,related_top(건강),
2026-04-26,건강검진,naver,18.16462
2026-04-26,다이어트,naver,12.1938
2026-04-26,운동·헬스,naver,15.23775
2026-04-26,영양·건강기능식품,naver,42.22803
2026-04-26,정신건강,naver,12.17579
