date,keyword,source,ratio
2026-08-04,질병 코드,related_top(질병),
2026-08-04,질병 관리청,related_top(질병),
2026-08-04,질병 관리 통합 시스템,related_top(질병),
2026-08-04,질병 보건 통합 관리 시스템,related_top(질병),
2026-08-04,질병 관리청 통합 관리 시스템,related_top(질병),
2026-08-04,질병 관리청 질병 보건 통합 관리 시스템,related_top(질병),
2026-08-04,질병 분류 기호,related_top(질병),
2026-08-04,질병 분류 코드,related_top(질병),
2026-08-04,질병 관리청 예방 접종 도우미,related_top(질병),
2026-08-04,질병 관리청 교육 시스템,related_top(질병),
2026-08-04,건강검진,naver,31.51263
2026-08-04,다이어트,naver,9.95401
2026-08-04,운동·헬스,naver,14.54671
2026-08-04,영양·건강기능식품,naver,35.63914
2026-08-04,정신건강,naver,8.34751
