date,keyword,source,ratio
2026-07-24,건강 검진,related_top(건강),
2026-07-24,건강 보험,related_top(건강),
2026-07-24,정신 건강,related_top(건강),
2026-07-24,건강 검진 병원,related_top(건강),
2026-07-24,건강 보험 공단,related_top(건강),
2026-07-24,국민 건강 보험,related_top(건강),
2026-07-24,국민 건강 보험 공단,related_top(건강),
2026-07-24,건강 검진 센터,related_top(건강),
2026-07-24,건강 기능 식품,related_top(건강),
2026-07-24,건강 관리 협회,related_top(건강),
2026-07-24,건강검진,naver,27.43685
2026-07-24,다이어트,naver,11.00357
2026-07-24,운동·헬스,naver,14.41515
2026-07-24,영양·건강기능식품,naver,38.24136
2026-07-24,정신건강,naver,8.90307
