date,keyword,source,ratio
2026-03-04,건강 검진,related_top(건강),
2026-03-04,건강 보험,related_top(건강),
2026-03-04,국민 건강,related_top(건강),
2026-03-04,건강 보험 공단,related_top(건강),
2026-03-04,국민 건강 보험,related_top(건강),
2026-03-04,국민 건강 보험 공단,related_top(건강),
2026-03-04,정신 건강 의학과,related_top(건강),
2026-03-04,영유아 건강 검진,related_top(건강),
2026-03-04,건강 검진 센터,related_top(건강),
2026-03-04,건강 식품,related_top(건강),
2026-03-04,건강검진,naver,24.97038
2026-03-04,다이어트,naver,9.49919
2026-03-04,운동·헬스,naver,18.90145
2026-03-04,영양·건강기능식품,naver,36.60743
2026-03-04,정신건강,naver,10.02154
