date,keyword,source,ratio
2026-07-14,건강 검진,related_top(건강),
2026-07-14,건강 보험,related_top(건강),
2026-07-14,국민 건강,related_top(건강),
2026-07-14,건강 보험 공단,related_top(건강),
2026-07-14,국민 건강 보험,related_top(건강),
2026-07-14,정신 건강 의학과,related_top(건강),
2026-07-14,국민 건강 보험 공단,related_top(건강),
2026-07-14,청년 신체 건강 증진,related_top(건강),
2026-07-14,건강 식품,related_top(건강),
2026-07-14,국가 건강 검진,related_top(건강),
2026-07-14,건강검진,naver,26.94485
2026-07-14,다이어트,naver,10.42555
2026-07-14,운동·헬스,naver,14.93544
2026-07-14,영양·건강기능식품,naver,39.22142
2026-07-14,정신건강,naver,8.47274
