collected_date,keyword_group,period,ratio
2026-02-25,건강검진,2026-01-27,53.22413
2026-02-25,건강검진,2026-01-28,54.40073
2026-02-25,건강검진,2026-01-29,53.10877
2026-02-25,건강검진,2026-01-30,44.29576
2026-02-25,건강검진,2026-01-31,28.76917
2026-02-25,건강검진,2026-02-01,27.38493
2026-02-25,건강검진,2026-02-02,57.66524
2026-02-25,건강검진,2026-02-03,56.22332
2026-02-25,건강검진,2026-02-04,60.92974
2026-02-25,건강검진,2026-02-05,51.96677
2026-02-25,건강검진,2026-02-06,44.8956
2026-02-25,건강검진,2026-02-07,32.09136
2026-02-25,건강검진,2026-02-08,28.16933
2026-02-25,건강검진,2026-02-09,51.713
2026-02-25,건강검진,2026-02-10,48.8753
2026-02-25,건강검진,2026-02-11,49.08293
2026-02-25,건강검진,2026-02-12,45.91071
2026-02-25,건강검진,2026-02-13,37.06309
2026-02-25,건강검진,2026-02-14,23.65901
2026-02-25,건강검진,2026-02-15,18.15665
2026-02-25,건강검진,2026-02-16,17.64909
2026-02-25,건강검진,2026-02-17,21.51343
2026-02-25,건강검진,2026-02-18,27.77713
2026-02-25,건강검진,2026-02-19,59.92617
2026-02-25,건강검진,2026-02-20,49.48667
2026-02-25,건강검진,2026-02-21,28.63075
2026-02-25,건강검진,2026-02-22,27.07348
2026-02-25,건강검진,2026-02-23,58.565
2026-02-25,건강검진,2026-02-24,55.35817
2026-02-25,다이어트,2026-01-27,23.24374
2026-02-25,다이어트,2026-01-28,21.27119
2026-02-25,다이어트,2026-01-29,24.51263
2026-02-25,다이어트,2026-01-30,19.66778
2026-02-25,다이어트,2026-01-31,16.85315
2026-02-25,다이어트,2026-02-01,21.07509
2026-02-25,다이어트,2026-02-02,22.12481
2026-02-25,다이어트,2026-02-03,21.66339
2026-02-25,다이어트,2026-02-04,20.9136
2026-02-25,다이어트,2026-02-05,21.51343
2026-02-25,다이어트,2026-02-06,18.31814
2026-02-25,다이어트,2026-02-07,16.51862
2026-02-25,다이어트,2026-02-08,18.06436
2026-02-25,다이어트,2026-02-09,20.89052
2026-02-25,다이어트,2026-02-10,20.03691
2026-02-25,다이어트,2026-02-11,19.07947
2026-02-25,다이어트,2026-02-12,19.22943
2026-02-25,다이어트,2026-02-13,15.42277
2026-02-25,다이어트,2026-02-14,14.75372
2026-02-25,다이어트,2026-02-15,14.36151
2026-02-25,다이어트,2026-02-16,14.6845
2026-02-25,다이어트,2026-02-17,16.17256
2026-02-25,다이어트,2026-02-18,21.45576
2026-02-25,다이어트,2026-02-19,23.63594
2026-02-25,다이어트,2026-02-20,20.44065
2026-02-25,다이어트,2026-02-21,19.20636
2026-02-25,다이어트,2026-02-22,22.4824
2026-02-25,다이어트,2026-02-23,25.29703
2026-02-25,다이어트,2026-02-24,21.83642
2026-02-25,운동·헬스,2026-01-27,30.45333
2026-02-25,운동·헬스,2026-01-28,30.40719
2026-02-25,운동·헬스,2026-01-29,30.32645
2026-02-25,운동·헬스,2026-01-30,32.34513
2026-02-25,운동·헬스,2026-01-31,34.77909
2026-02-25,운동·헬스,2026-02-01,37.21305
2026-02-25,운동·헬스,2026-02-02,39.72776
2026-02-25,운동·헬스,2026-02-03,36.00184
2026-02-25,운동·헬스,2026-02-04,34.40996
2026-02-25,운동·헬스,2026-02-05,32.77194
2026-02-25,운동·헬스,2026-02-06,32.19517
2026-02-25,운동·헬스,2026-02-07,33.10647
2026-02-25,운동·헬스,2026-02-08,36.63629
2026-02-25,운동·헬스,2026-02-09,36.29022
2026-02-25,운동·헬스,2026-02-10,33.03725
2026-02-25,운동·헬스,2026-02-11,34.75602
2026-02-25,운동·헬스,2026-02-12,32.44895
2026-02-25,운동·헬스,2026-02-13,25.96608
2026-02-25,운동·헬스,2026-02-14,31.04164
2026-02-25,운동·헬스,2026-02-15,28.00784
2026-02-25,운동·헬스,2026-02-16,34.57146
2026-02-25,운동·헬스,2026-02-17,30.26877
2026-02-25,운동·헬스,2026-02-18,39.82004
2026-02-25,운동·헬스,2026-02-19,45.85303
2026-02-25,운동·헬스,2026-02-20,34.36382
2026-02-25,운동·헬스,2026-02-21,35.55196
2026-02-25,운동·헬스,2026-02-22,42.33475
2026-02-25,운동·헬스,2026-02-23,42.60006
2026-02-25,운동·헬스,2026-02-24,39.09332
2026-02-25,영양·건강기능식품,2026-01-27,96.14719
2026-02-25,영양·건강기능식품,2026-01-28,98.80032
2026-02-25,영양·건강기능식품,2026-01-29,88.2224
2026-02-25,영양·건강기능식품,2026-01-30,79.22482
2026-02-25,영양·건강기능식품,2026-01-31,72.37282
2026-02-25,영양·건강기능식품,2026-02-01,88.4531
2026-02-25,영양·건강기능식품,2026-02-02,95.32818
2026-02-25,영양·건강기능식품,2026-02-03,100.0
2026-02-25,영양·건강기능식품,2026-02-04,90.94474
2026-02-25,영양·건강기능식품,2026-02-05,90.7025
2026-02-25,영양·건강기능식품,2026-02-06,83.45829
2026-02-25,영양·건강기능식품,2026-02-07,77.41377
2026-02-25,영양·건강기능식품,2026-02-08,87.03426
2026-02-25,영양·건강기능식품,2026-02-09,96.89698
